link_text,url,source_page,status,content_type,bytes,file,error
农业农村部办公厅关于印发《非洲猪瘟常态化防控技术指南（试行版）》的通知（农办牧【2020】41号）.ofd,https://www.moa.gov.cn/govpublic/xmsyj/202008/P020200810599624450554.ofd,https://www.moa.gov.cn/govpublic/xmsyj/202008/t20200810_6350130.htm,200,,2279100,attachments\2bd38953da88_P020200810599624450554.ofd.ofd,
附件 非洲猪瘟病毒流行株与基因缺失株鉴别检测规范 .docx,https://xmsyj.moa.gov.cn/gzdt/202008/P020200825588190237957.docx,https://xmsyj.moa.gov.cn/gzdt/202008/t20200825_6350896.htm,200,application/vnd.openxmlformats-officedocument.wordprocessingml.document,19026,attachments\77a6f1850f94_P020200825588190237957.docx.docx,
农办牧〔2020〕39号.ofd,https://xmsyj.moa.gov.cn/gzdt/202008/P020200825588190619154.ofd,https://xmsyj.moa.gov.cn/gzdt/202008/t20200825_6350896.htm,200,application/octet-stream,308656,attachments\da260d4a27e8_P020200825588190619154.ofd.ofd,
农办医〔2018〕38号.CEB,https://www.moa.gov.cn/gk/tzgg_1/tfw/201808/P020180810423443607821.ceb,https://www.moa.gov.cn/gk/tzgg_1/tfw/201808/t20180810_6155550.htm,200,application/octet-stream,14573,attachments\253d47663f58_P020180810423443607821.ceb.ceb,
农牧发17号.ofd,https://www.moa.gov.cn/nybgb/2025/202502/202502/P020250218522153116003.ofd,https://www.moa.gov.cn/nybgb/2025/202502/202502/t20250218_6470101.htm,200,,1098192,attachments\0e57a622bb72_P020250218522153116003.ofd.ofd,
附件1 严厉打击非洲猪瘟假疫苗明白纸.docx,https://xmsyj.moa.gov.cn/gzdt/202103/P020210308442953632268.docx,https://xmsyj.moa.gov.cn/gzdt/202103/t20210308_6363156.htm,200,application/vnd.openxmlformats-officedocument.wordprocessingml.document,13303,attachments\c2be5f5193c8_P020210308442953632268.docx.docx,
附件2 严厉打击非洲猪瘟假疫苗工作情况统计表.docx,https://xmsyj.moa.gov.cn/gzdt/202103/P020210308442953776049.docx,https://xmsyj.moa.gov.cn/gzdt/202103/t20210308_6363156.htm,200,application/vnd.openxmlformats-officedocument.wordprocessingml.document,12869,attachments\3195076c8f4c_P020210308442953776049.docx.docx,
附件3 非洲猪瘟病毒毒株鉴别检测阳性信息表.docx,https://xmsyj.moa.gov.cn/gzdt/202103/P020210308442953920564.docx,https://xmsyj.moa.gov.cn/gzdt/202103/t20210308_6363156.htm,200,application/vnd.openxmlformats-officedocument.wordprocessingml.document,12370,attachments\2a95c9ff2cec_P020210308442953920564.docx.docx,
农业农村部办公厅关于进一步严厉打击非洲猪瘟假疫苗有关违法行为的通知.ofd,https://xmsyj.moa.gov.cn/gzdt/202103/P020210308442954086300.ofd,https://xmsyj.moa.gov.cn/gzdt/202103/t20210308_6363156.htm,200,application/octet-stream,400204,attachments\a7e8ef3d2b46_P020210308442954086300.ofd.ofd,
附件1通过比对试验但未申请注册的非洲猪瘟病毒诊断制品名单.docx,https://xmsyj.moa.gov.cn/gzdt/202008/P020200828558704714973.docx,https://xmsyj.moa.gov.cn/gzdt/202008/t20200828_6351128.htm,200,application/vnd.openxmlformats-officedocument.wordprocessingml.document,13168,attachments\78169b07c425_P020200828558704714973.docx.docx,
附件2通过比对试验、已申请注册但未获得批准的非洲猪瘟诊断制品名单.docx,https://xmsyj.moa.gov.cn/gzdt/202008/P020200925552618991870.docx,https://xmsyj.moa.gov.cn/gzdt/202008/t20200828_6351128.htm,200,application/vnd.openxmlformats-officedocument.wordprocessingml.document,13483,attachments\f10c7578c8a7_P020200925552618991870.docx.docx,
农办牧〔2020〕42号.ofd,https://xmsyj.moa.gov.cn/gzdt/202008/P020201009597393879264.ofd,https://xmsyj.moa.gov.cn/gzdt/202008/t20200828_6351128.htm,200,application/octet-stream,217047,attachments\5361db7da8b5_P020201009597393879264.ofd.ofd,
农办牧〔2020〕4号,https://xmsyj.moa.gov.cn/gzdt/202001/P020200122397932004177.doc,https://xmsyj.moa.gov.cn/gzdt/202001/t20200122_6336451.htm,200,application/msword,70144,attachments\30b2dccebe11_P020200122397932004177.doc.doc,
附件1.docx,https://fgs.moa.gov.cn/flfg/202002/P020200217398616133891.docx,https://fgs.moa.gov.cn/flfg/202002/t20200217_6337170.htm,200,application/vnd.openxmlformats-officedocument.wordprocessingml.document,14691,attachments\c11a1cbfb320_P020200217398616133891.docx.docx,
附件2.docx,https://fgs.moa.gov.cn/flfg/202002/P020200217398616615155.docx,https://fgs.moa.gov.cn/flfg/202002/t20200217_6337170.htm,200,application/vnd.openxmlformats-officedocument.wordprocessingml.document,14029,attachments\05ec740c2547_P020200217398616615155.docx.docx,
非洲猪瘟应急实施方案（2020版）-公开.doc,https://fgs.moa.gov.cn/flfg/202002/P020200229669683489555.doc,https://fgs.moa.gov.cn/flfg/202002/t20200229_6337974.htm,200,application/msword,77824,attachments\c7b903acf868_P020200229669683489555.doc.doc,
direct search result,https://www.moa.gov.cn/nybgb/2025/202502/202502/P020250224338524265883.pdf,direct_suffix_search_result,200,application/pdf,3216137,attachments\70b3a5a5e224_P020250224338524265883.pdf.pdf,
direct search result,https://www.moa.gov.cn/nybgb/2020/202005/202006/P020200608629549214373.pdf,direct_suffix_search_result,200,application/pdf,2425144,attachments\caa31644aa28_P020200608629549214373.pdf.pdf,
direct search result,https://www.moa.gov.cn/nybgb/2020/202009/202011/P020201130639635157980.pdf,direct_suffix_search_result,200,application/pdf,3379954,attachments\e7aee5a4f9bc_P020201130639635157980.pdf.pdf,
direct search result,https://www.moa.gov.cn/nybgb/2021/202105/202111/P020211101350712832070.pdf,direct_suffix_search_result,200,application/pdf,2339724,attachments\7f9debbd599e_P020211101350712832070.pdf.pdf,
direct search result,https://www.moa.gov.cn/nybgb/2021/202103/202111/P020211103314584494255.pdf,direct_suffix_search_result,200,application/pdf,2746837,attachments\5869d86569c6_P020211103314584494255.pdf.pdf,
