title,url,final_url,matched,discovery_method,discovered_from,anchor_text,status,text_chars,attachments,html_file,text_file,skipped,is_direct_attachment,attachment_file,bytes,content_type
农业农村部畜牧兽医局关于组织申报国家非洲猪瘟参考实验室的通知,https://www.moa.gov.cn/ztzl/fzzwfk/gzdt/201901/t20190103_6166038.htm,https://www.moa.gov.cn/ztzl/fzzwfk/gzdt/201901/t20190103_6166038.htm,['非洲猪瘟 + 通知'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/gzdt/index_5.htm,农业农村部畜牧兽医局关于组织申报国家非洲猪瘟参考实验室的通知,200,778,1,pages_html\3d4d5fc8ceb1_t20190103_6166038.htm.html,pages_text\3d4d5fc8ceb1_t20190103_6166038.htm.txt,,,,,
农业农村部办公厅关于进一步做好非洲猪瘟实验室检测工作的通知,http://www.moa.gov.cn/gk/tzgg_1/tfw/201812/t20181218_6165085.htm,https://www.moa.gov.cn/gk/tzgg_1/tfw/201812/t20181218_6165085.htm,['非洲猪瘟 + 通知'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/gzdt/index_6.htm,农业农村部办公厅关于进一步做好非洲猪瘟实验室检测工作的通知,200,712,1,pages_html\fa5b57be4b9a_t20181218_6165085.htm.html,pages_text\fa5b57be4b9a_t20181218_6165085.htm.txt,,,,,
农业农村部办公厅关于非洲猪瘟疫情防控中违法违规典型案例的通报,https://www.moa.gov.cn/ztzl/fzzwfk/gzdt/201811/t20181128_6163913.htm,https://www.moa.gov.cn/ztzl/fzzwfk/gzdt/201811/t20181128_6163913.htm,['非洲猪瘟 + 通报'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/gzdt/index_7.htm,农业农村部办公厅关于非洲猪瘟疫情防控中违法违规典型案例的通报,200,2066,1,pages_html\d108d9bd38e7_t20181128_6163913.htm.html,pages_text\d108d9bd38e7_t20181128_6163913.htm.txt,,,,,
农业农村部关于印发《非洲猪瘟疫情防控八条禁令》的通知,http://www.moa.gov.cn/govpublic/SYJ/201811/t20181121_6163388.htm,https://www.moa.gov.cn/govpublic/SYJ/201811/t20181121_6163388.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 公告', '非洲猪瘟 + 通报']",moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/gzdt/index_8.htm,农业农村部关于印发《非洲猪瘟疫情防控八条禁令》的通知,200,4279,1,pages_html\089807e333c4_t20181121_6163388.htm.html,pages_text\089807e333c4_t20181121_6163388.htm.txt,,,,,
农业农村部办公厅关于非洲猪瘟疫情防控中违法违纪典型案例的通报,http://www.moa.gov.cn/govpublic/SYJ/201809/t20180929_6159661.htm,https://www.moa.gov.cn/govpublic/SYJ/201809/t20180929_6159661.htm,['非洲猪瘟 + 通报'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/gzdt/index_10.htm,农业农村部办公厅关于非洲猪瘟疫情防控中违法违纪典型案例的通报,200,5539,0,pages_html\d9265c830e0f_t20180929_6159661.htm.html,pages_text\d9265c830e0f_t20180929_6159661.htm.txt,,,,,
P020190624400227144397.pdf,https://www.moa.gov.cn/ztzl/fzzwfk/gzjl/201906/P020190624400227144397.pdf,,,moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/gzjl/,重庆市防治动物重大疫病指挥部关于进一步落实非洲猪瘟防控措施的通知,200,,,,,,True,attachments\13880fc73203_P020190624400227144397.pdf.pdf,1837323,application/pdf
国家邮政局发出通知要求进一步做好寄递渠道非洲猪瘟疫情防控工作,https://www.moa.gov.cn/ztzl/fzzwfk/gzjl/201811/t20181107_6162513.htm,https://www.moa.gov.cn/ztzl/fzzwfk/gzjl/201811/t20181107_6162513.htm,['非洲猪瘟 + 通知'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/gzjl/,国家邮政局发出通知要求进一步做好寄递渠道非洲猪瘟疫情防控工作,200,1018,0,pages_html\7125ab67b4f6_t20181107_6162513.htm.html,pages_text\7125ab67b4f6_t20181107_6162513.htm.txt,,,,,
农业农村部办公厅 市场监督管理总局办公厅 关于做好非洲猪瘟病毒检测结果通报和发布的通知,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201905/t20190516_6305478.htm,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201905/t20190516_6305478.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 公告', '非洲猪瘟 + 通报']",moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/,农业农村部办公厅 市场监督管理总局办公厅 关于做好非洲猪瘟病毒检测结果通报和...,200,831,0,pages_html\047b687f8108_t20190516_6305478.htm.html,pages_text\047b687f8108_t20190516_6305478.htm.txt,,,,,
农业农村部办公厅关于加强国家非洲猪瘟相关实验室管理的通知,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201904/t20190428_6212986.htm,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201904/t20190428_6212986.htm,['非洲猪瘟 + 通知'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/,农业农村部办公厅关于加强国家非洲猪瘟相关实验室管理的通知,200,1315,1,pages_html\76baf1c7a757_t20190428_6212986.htm.html,pages_text\76baf1c7a757_t20190428_6212986.htm.txt,,,,,
农业农村部办公厅关于加强养殖环节非洲猪瘟疫情排查工作的通知,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201904/t20190428_6212987.htm,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201904/t20190428_6212987.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 通报', '非洲猪瘟 + 实施方案']",moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/,农业农村部办公厅关于加强养殖环节非洲猪瘟疫情排查工作的通知,200,1348,1,pages_html\e3f155ae8d2d_t20190428_6212987.htm.html,pages_text\e3f155ae8d2d_t20190428_6212987.htm.txt,,,,,
农业农村部关于加强屠宰环节非洲猪瘟检测工作的通知,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201903/t20190319_6176858.htm,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201903/t20190319_6176858.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 公告', '非洲猪瘟 + 实施方案']",moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/,农业农村部关于加强屠宰环节非洲猪瘟检测工作的通知,200,1713,1,pages_html\0bcb385003aa_t20190319_6176858.htm.html,pages_text\0bcb385003aa_t20190319_6176858.htm.txt,,,,,
农业农村部办公厅关于做好非洲猪瘟实验室检测工作的通知,http://www.moa.gov.cn/gk/tzgg_1/tfw/201810/t20181026_6161573.htm,https://www.moa.gov.cn/gk/tzgg_1/tfw/201810/t20181026_6161573.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 实施方案']",moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/index_1.htm,农业农村部办公厅关于做好非洲猪瘟实验室检测工作的通知,200,939,1,pages_html\778411379976_t20181026_6161573.htm.html,pages_text\778411379976_t20181026_6161573.htm.txt,,,,,
农业农村部办公厅关于加强规模化猪场和种猪场非洲猪瘟防控工作的通知（农办牧〔2018〕第52号）,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201810/t20181022_6161262.htm,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201810/t20181022_6161262.htm,['非洲猪瘟 + 通知'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/index_1.htm,农业农村部办公厅关于加强规模化猪场和种猪场非洲猪瘟防控工作的通知（农办牧〔2...,200,1620,0,pages_html\6f4b302222cd_t20181022_6161262.htm.html,pages_text\6f4b302222cd_t20181022_6161262.htm.txt,,,,,
海关总署 农业农村部公告2018年第133号（关于防止摩尔多瓦非洲猪瘟传入我国的公告）,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201810/t20181018_6161041.htm,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201810/t20181018_6161041.htm,"['非洲猪瘟 + 公告', '非洲猪瘟 + 通报']",moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/index_1.htm,海关总署 农业农村部公告2018年第133号（关于防止摩尔多瓦非洲猪瘟传入我国的公告）,200,708,0,pages_html\a0a565b3802a_t20181018_6161041.htm.html,pages_text\a0a565b3802a_t20181018_6161041.htm.txt,,,,,
海关总署 农业农村部公告2018年第126号（关于防止保加利亚非洲猪瘟传入我国的公告）,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201810/t20181010_6160472.htm,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201810/t20181010_6160472.htm,"['非洲猪瘟 + 公告', '非洲猪瘟 + 通报']",moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/index_1.htm,海关总署 农业农村部公告2018年第126号（关于防止保加利亚非洲猪瘟传入我国的公告）,200,648,0,pages_html\4fbe8f249640_t20181010_6160472.htm.html,pages_text\4fbe8f249640_t20181010_6160472.htm.txt,,,,,
海关总署 农业农村部公告2018年第124号（关于防止比利时非洲猪瘟传入我国的公告）,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201810/t20181010_6160470.htm,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201810/t20181010_6160470.htm,"['非洲猪瘟 + 公告', '非洲猪瘟 + 通报']",moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/index_1.htm,海关总署 农业农村部公告2018年第124号（关于防止比利时非洲猪瘟传入我国的公告）,200,694,0,pages_html\ab8d01ace4d6_t20181010_6160470.htm.html,pages_text\ab8d01ace4d6_t20181010_6160470.htm.txt,,,,,
农业农村部办公厅关于做好非洲猪瘟防治工作的紧急通知,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201809/t20180928_6159502.htm,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/201809/t20180928_6159502.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 公告']",moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/index_1.htm,农业农村部办公厅关于做好非洲猪瘟防治工作的紧急通知,200,3361,0,pages_html\a44f0ef0f02e_t20180928_6159502.htm.html,pages_text\a44f0ef0f02e_t20180928_6159502.htm.txt,,,,,
农业农村部办公厅关于防治非洲猪瘟加强生猪移动监管的通知,https://www.moa.gov.cn/govpublic/SYJ/201808/t20180810_6155550.htm,https://www.moa.gov.cn/govpublic/SYJ/201808/t20180810_6155550.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 公告']",moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/index_1.htm,农业农村部办公厅关于防治非洲猪瘟加强生猪移动监管的通知,200,3700,1,pages_html\c79a0dc6af00_t20180810_6155550.htm.html,pages_text\c79a0dc6af00_t20180810_6155550.htm.txt,,,,,
农业部办公厅关于进一步加强非洲猪瘟风险防范工作的紧急通知,https://www.moa.gov.cn/govpublic/SYJ/201704/t20170412_5557878.htm,https://www.moa.gov.cn/govpublic/SYJ/201704/t20170412_5557878.htm,['非洲猪瘟 + 通知'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/index_2.htm,农业部办公厅关于进一步加强非洲猪瘟风险防范工作的紧急通知,200,4151,1,pages_html\c376eebcbfc8_t20170412_5557878.htm.html,pages_text\c376eebcbfc8_t20170412_5557878.htm.txt,,,,,
农业部关于印发《非洲猪瘟防治技术规范（试行）》的通知,https://www.moa.gov.cn/govpublic/SYJ/201511/t20151125_4914796.htm,https://www.moa.gov.cn/govpublic/SYJ/201511/t20151125_4914796.htm,['非洲猪瘟 + 通知'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/zcfg/index_2.htm,农业部关于印发《非洲猪瘟防治技术规范（试行）》的通知,200,2901,1,pages_html\1f9a393d5adc_t20151125_4914796.htm.html,pages_text\1f9a393d5adc_t20151125_4914796.htm.txt,,,,,
感染非洲猪瘟养殖场恢复生产技术指南,https://www.moa.gov.cn/ztzl/fzzwfk/fkzs/201909/t20190910_6327657.htm,https://www.moa.gov.cn/ztzl/fzzwfk/fkzs/201909/t20190910_6327657.htm,['非洲猪瘟 + 技术指南'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/fkzs/,感染非洲猪瘟养殖场恢复生产技术指南,200,11533,0,pages_html\0ff8e48a1626_t20190910_6327657.htm.html,pages_text\0ff8e48a1626_t20190910_6327657.htm.txt,,,,,
农业农村部畜牧兽医局有关负责人就《非洲猪瘟疫情应急实施方案（2019版）》答记者问,https://www.moa.gov.cn/ztzl/fzzwfk/fkzs/201902/t20190226_6172830.htm,https://www.moa.gov.cn/ztzl/fzzwfk/fkzs/201902/t20190226_6172830.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 实施方案']",moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/fkzs/,农业农村部畜牧兽医局有关负责人就《非洲猪瘟疫情应急实施方案（2019版）》答记者问,200,2189,0,pages_html\86337c5595a6_t20190226_6172830.htm.html,pages_text\86337c5595a6_t20190226_6172830.htm.txt,,,,,
非洲猪瘟防控远程培训讲义-典型案例通报解读,https://www.moa.gov.cn/ztzl/fzzwfk/fkzs/201901/t20190110_6166424.htm,https://www.moa.gov.cn/ztzl/fzzwfk/fkzs/201901/t20190110_6166424.htm,['非洲猪瘟 + 通报'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/fkzs/,非洲猪瘟防控远程培训讲义-典型案例通报解读,200,5,1,pages_html\6f225c62d92c_t20190110_6166424.htm.html,pages_text\6f225c62d92c_t20190110_6166424.htm.txt,,,,,
视频信息,https://www.moa.gov.cn/ztzl/fzzwfk/spxx/201812/t20181218_6165076.htm,https://www.moa.gov.cn/ztzl/fzzwfk/spxx/201812/t20181218_6165076.htm,['非洲猪瘟 + 通报'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/spxx/,农业农村部通报非洲猪瘟情况,200,2371,0,pages_html\81af43a52a2e_t20181218_6165076.htm.html,pages_text\81af43a52a2e_t20181218_6165076.htm.txt,,,,,
非洲猪瘟防控远程培训讲义-典型案例通报解读,https://www.moa.gov.cn/ztzl/fzzwfk/rdgz/201901/t20190110_6166426.htm,https://www.moa.gov.cn/ztzl/fzzwfk/rdgz/201901/t20190110_6166426.htm,['非洲猪瘟 + 通报'],moa_topic_anchor_asf_plus_suffix,https://www.moa.gov.cn/ztzl/fzzwfk/rdgz/,非洲猪瘟防控远程培训讲义-典型案例通报解读,200,5,1,pages_html\88b91d28dee1_t20190110_6166426.htm.html,pages_text\88b91d28dee1_t20190110_6166426.htm.txt,,,,,
农业农村部畜牧兽医局关于暂停一批非洲猪瘟无疫小区资格的通知,https://www.moa.gov.cn/xw/bmdt/202302/t20230228_6421704.htm,https://www.moa.gov.cn/xw/bmdt/202302/t20230228_6421704.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 公告']",specified_suffix_search_seed,suffix_search_seed,,200,966,0,pages_html\4137e24f3962_t20230228_6421704.htm.html,pages_text\4137e24f3962_t20230228_6421704.htm.txt,,,,,
农业农村部畜牧兽医局关于暂停一批非洲猪瘟无疫小区资格的通知,https://xmsyj.moa.gov.cn/gzdt/202302/t20230228_6421704.htm,https://xmsyj.moa.gov.cn/gzdt/202302/t20230228_6421704.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 公告']",specified_suffix_search_seed,suffix_search_seed,,200,966,0,pages_html\f003fe2d7f22_t20230228_6421704.htm.html,pages_text\f003fe2d7f22_t20230228_6421704.htm.txt,,,,,
农业农村部办公厅关于进一步严厉打击非洲猪瘟假疫苗有关违法行为的通知,https://www.moa.gov.cn/nybgb/2021/202103/202110/t20211019_6379752.htm,https://www.moa.gov.cn/nybgb/2021/202103/202110/t20211019_6379752.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 通报', '非洲猪瘟 + 实施方案']",specified_suffix_search_seed,suffix_search_seed,,200,2823,3,pages_html\e471398c8256_t20211019_6379752.htm.html,pages_text\e471398c8256_t20211019_6379752.htm.txt,,,,,
农业农村部办公厅关于印发《非洲猪瘟常态化防控技术指南（试行版）》的通知,https://www.moa.gov.cn/nybgb/2020/202009/202011/t20201124_6356917.htm,https://www.moa.gov.cn/nybgb/2020/202009/202011/t20201124_6356917.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 技术指南']",specified_suffix_search_seed,suffix_search_seed,,200,60780,0,pages_html\cbaaa3971d17_t20201124_6356917.htm.html,pages_text\cbaaa3971d17_t20201124_6356917.htm.txt,,,,,
农业农村部办公厅关于印发《非洲猪瘟常态化防控技术指南（试行版）》的通知,https://www.moa.gov.cn/govpublic/xmsyj/202008/t20200810_6350130.htm,https://www.moa.gov.cn/govpublic/xmsyj/202008/t20200810_6350130.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 技术指南']",specified_suffix_search_seed,suffix_search_seed,,200,53,1,pages_html\f809df5d1d07_t20200810_6350130.htm.html,pages_text\f809df5d1d07_t20200810_6350130.htm.txt,,,,,
进一步强化非洲猪瘟防控措施落实——农业农村部畜牧兽医局负责人就落实《国务院办公厅关于做好非洲猪瘟等动物疫病防控工作的通知》要求答记者问,https://www.moa.gov.cn/xw/zwdt/201808/t20180831_6156671.htm,https://www.moa.gov.cn/xw/zwdt/201808/t20180831_6156671.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 通报']",specified_suffix_search_seed,suffix_search_seed,,200,2361,0,pages_html\d2fd2c9f297f_t20180831_6156671.htm.html,pages_text\d2fd2c9f297f_t20180831_6156671.htm.txt,,,,,
农业农村部办公厅关于进一步严厉打击违法研制生产经营使用非洲猪瘟疫苗行为的通知,https://xmsyj.moa.gov.cn/gzdt/202008/t20200825_6350896.htm,https://xmsyj.moa.gov.cn/gzdt/202008/t20200825_6350896.htm,['非洲猪瘟 + 通知'],specified_suffix_search_seed,suffix_search_seed,,200,4882,2,pages_html\73f11d38408c_t20200825_6350896.htm.html,pages_text\73f11d38408c_t20200825_6350896.htm.txt,,,,,
养猪场非洲猪瘟变异株监测技术指南,https://www.moa.gov.cn/govpublic/xmsyj/202103/t20210322_6364254.htm,https://www.moa.gov.cn/govpublic/xmsyj/202103/t20210322_6364254.htm,['非洲猪瘟 + 技术指南'],specified_suffix_search_seed,suffix_search_seed,,200,3456,0,pages_html\eb3af19838cd_t20210322_6364254.htm.html,pages_text\eb3af19838cd_t20210322_6364254.htm.txt,,,,,
养殖场非洲猪瘟病毒弱毒株防控技术指南,https://xmsyj.moa.gov.cn/zcjd/202401/t20240109_6445226.htm,https://xmsyj.moa.gov.cn/zcjd/202401/t20240109_6445226.htm,['非洲猪瘟 + 技术指南'],specified_suffix_search_seed,suffix_search_seed,,200,3738,0,pages_html\42918148e83d_t20240109_6445226.htm.html,pages_text\42918148e83d_t20240109_6445226.htm.txt,,,,,
农业农村部办公厅关于防治非洲猪瘟加强生猪移动监管的通知,https://www.moa.gov.cn/gk/tzgg_1/tfw/201808/t20180810_6155550.htm,https://www.moa.gov.cn/gk/tzgg_1/tfw/201808/t20180810_6155550.htm,['非洲猪瘟 + 通知'],specified_suffix_search_seed,suffix_search_seed,,200,3,1,pages_html\ef7ce1507328_t20180810_6155550.htm.html,pages_text\ef7ce1507328_t20180810_6155550.htm.txt,,,,,
农业农村部关于印发《非洲猪瘟疫情应急实施方案（第六版）》的通知,https://www.moa.gov.cn/nybgb/2025/202502/202502/t20250218_6470101.htm,https://www.moa.gov.cn/nybgb/2025/202502/202502/t20250218_6470101.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 实施方案']",specified_suffix_search_seed,suffix_search_seed,,200,195,1,pages_html\46bc9497cd8f_t20250218_6470101.htm.html,pages_text\46bc9497cd8f_t20250218_6470101.htm.txt,,,,,
