source_id,name,page,line,section,subgroup,pharmacology_snippet,combination_or_contraindication,caution
SRC-0093,鸡内金,411,262,第四节 消导药,,本品甘、平，归脾、胃、小肠、膀胱经，消食健胃、涩精止遗。本含胃激素、胆汁三烯、胆绿素、蛋白质及多种氨基酸等。 其药理作用为：提取物灌胃能明显增强小鼠小肠运动；能降低实验性高糖高脂兔血清葡萄糖及甘油三酯的含量。口服鸡内金粉后，胃液的分泌量、酸度和消化力均增高，胃运动加强、排空加快。其酸提取液或煎剂能加速从尿中排除放射性锶。,① 与山楂、麦芽、青皮等同用，治食积不化、脘腹胀满；与白术、山药、使君子等同用，可治脾虚疳积。 ② 与芡实、菟丝子、莲肉等同用，治遗精；与桑螵蛸、覆盆子、益智仁等同用，治遗尿。 ③ 与金钱草同用，能通淋化石，可用治砂石淋证及胆结石等。 ④ 鸡内金含有消化酶，不宜与红霉素、四环素同服，可使酶的活性降低。 ⑤ 鸡内金含酶类，不宜与药用炭同服，会因后者的吸附作用而降低药效。 ⑥ 鸡内金不宜与抗生素、磺胺等药同用，使酶类中药活性降低，并抑制西药的抗菌作用。,研末用效果比煎剂好。 # 第五节 泻下药 凡能引起腹泻或润滑大肠、促进排便的药物，称为泻下药。 本类药物主要作用是泻下通便，以排除胃肠积滞、燥屎及有害物质（毒、瘀、虫等）；或清热泻火，使实热壅滞之邪通过泻下而清解；或逐水退肿，使水湿停饮随从大小便排除，达到去除停饮、消退水肿的目的。主要适用于大便秘结、胃肠积滞、实热内结及水肿停饮等里实证。 根据本类药物作用的特点及使用范围的不同，可分为攻下药、 润下药及峻下逐水药三类。其中攻下药和峻下逐水药泻下作用峻猛，尤以后者为甚；润下药能润滑肠道，作用缓和。 使用泻下药应注意的...
SRC-0093,大黄,412,301,第五节 泻下药,一、攻下药,本品苦、寒，归脾、胃、大肠、肝、心经，泻下攻积、清热泻火、止血、解毒、活血祛瘀。本品含大黄素、大黄酚、芦荟大黄素、大黄酸、儿茶鞣质、游离没食子酸等。 其药理作用为：有广谱抗菌作用，蒽醌衍生物为主要活性成分；大黄酸可抑制巨噬细胞脂类炎性介质活性；大黄素能使大肠蠕动增加，抑制醋酸致小鼠毛细血管通透性的增加；大黄所含鞣质有很好的抗氧化作用。,① 与芒硝、积实、厚朴同用，如大承气汤，以增强泻下通腑泄热作用，可治温热病热结便秘、高热不退，或杂病热结便秘者；与补气血药或养阴生津药同用，治里实热结而兼气血虚亏，或兼阴虚津亏著者；与附子、干姜等温里药同用，如温脾汤，治脾阳不足、冷积便秘者；常与黄连、木香等同用，以清除肠道湿热积滞，可用于治疗湿热痢疾初起，腹痛里急后重者；治食积腹痛、泻而不畅者，可与青皮、木香等同用，以攻积导滞。 ② 与黄连、黄芩同用，如泻心汤，本品苦降，能使上炎之火下泄，又具清热泻火、止血之功，用于血热妄行之吐血、衄血、咯血，以及火邪上炎所致的目赤、咽喉肿痛等症。 ③ 与金银花、蒲公英、连翘等同用，治热毒痈肿疗疮；与牡丹皮、桃仁等同用，如大黄牡丹皮汤，治肠痈腹痛。...,① 本品苦寒，易伤胃气，脾胃虚弱的动物慎用。 ② 其性沉降，且善活血祛瘀，故孕畜、哺乳期应忌用。
SRC-0093,芒硝,414,338,第五节 泻下药,一、攻下药,本品咸、苦、寒，归胃、大肠经，泄热通便、润燥软坚、清火 消肿。芒硝含硫酸钠以及少量的氯化钠、硫酸镁等。 其药理作用为：口服后在肠中形成高渗盐溶液，反射性引起肠蠕动亢进而致泻；朴硝含杂质较多，对家兔眼结膜有一定刺激性。,① 与大黄相须为用，以增强泻下通便、泄热作用，如大承气汤、调胃承气汤。有较强的泄热通便、润下软坚、荡涤胃肠作用，适用于胃肠实热积滞、大便燥结、发狂等证。 ② 与硼砂、冰片、朱砂同用，制成散剂外用，如冰硼散，可治咽喉肿痛、口舌生疮；用芒硝置豆腐上化水或用玄明粉配制眼药水，外用滴眼，治目赤肿痛；用本品化水或细纱布包裹外敷。可治乳痈初起；与大黄、大蒜同用，捣烂外敷，治肠痈初起；单用本品煎汤外洗，治痔疮肿痛。 ③ 芒硝、朴硝、石膏、寒水石、硫黄等，其中所含硫元素与磺胺类药物同用，可加重磺胺类药物的毒性，引起硫络血红蛋白血症。,
SRC-0093,番泻叶 (泻叶),414,360,第五节 泻下药,一、攻下药,本品干、苦、寒，归大肠经，泄热导滞、通便、利水。本品含番泻苷、芦荟大黄素双蒽酮苷、大黄酸葡萄糖苷、大黄酸、大黄酚等。 其药理作用为：有效成分为番泻苷（A和B），泻下作用及刺激性较含蒽醌类的其他泻药强；对大肠杆菌、痢疾杆菌、甲型链球菌和白色念珠菌有抑制作用。番泻叶的水浸剂在试管内对奥杜盎小芽孢癣菌和星形奴卡菌等皮肤真菌有抑制作用；番泻叶苷有明显止血作用，且高剂量与低剂量效果相同；番泻叶还有箭毒样作用。,,
SRC-0093,【联用及禁忌】,415,370,第五节 泻下药,一、攻下药,,,孕畜禁用。
SRC-0093,芦荟,415,384,第五节 泻下药,一、攻下药,本品苦、寒，归肝、胃、大肠经，泄热导滞。本品含芦荟大黄素、芦荟大黄素苷、大黄酚、大黄素葡萄糖苷等蒽类及其苷类以及槲皮素等黄酮类和葡萄糖、甘露糖等糖类物质，也含人体的8种必需氨基酸等。 其药理作用为：芦荟酊是抗菌性很强的物质，能杀灭真菌、霉菌、细菌、病毒等，抑制和消灭病原体的发育繁殖；芦荟有抗炎作用；芦荟中的芦荟大黄素苷、芦荟大黄素等有效成分起着增进食欲、大肠缓泻作用；芦荟中的异枸橼酸钙等具有强心、促进血液循环 环、软化硬化动脉、降低胆固醇含量、扩张毛细血管...,① 与大黄、芒硝等同用，有强烈的大肠性泻下作用，用于治热结便秘。 ②芦荟含槲皮素，与碳酸钙、维丁胶性钙、硫酸镁、氢氧化铝和碳酸铋类药物合用，能形成络合物而相互影响疗效。 ③芦荟含黄酮成分，不宜与碳酸钙、硫酸亚铁、氢氧化铝等含金属离子的西药制剂等同用，会形成络合物，影响药物的吸收。 ④芦荟、番泻叶、虎杖等中药都含有原醌衍生物，不宜与碳酸氢钠等碱性西药同用，对蒽醌等成分有破坏作用。,① 本品刺激性强，用量过大有继发肠炎、肾炎、流产之弊，故亦慎用。 ② 孕畜禁用。 # 二、润下药
SRC-0093,火麻仁,416,410,第五节 泻下药,二、润下药,本品甘、平，归脾、胃、大肠经，润肠通便、滋养益津。本品含脂肪油、蛋白质、挥发油、菜油甾醇、大麻酚、大麻酰胺等。 其药理作用为：能刺激肠黏膜，使分泌物增多、蠕动加快而发挥泻下作用；醇提物能明显抑制小鼠应激性溃疡形成；醇提物能显著促进大鼠胆汁分泌；还有降压作用。,① 与大黄、杏仁、白芍等同用，如麻子仁丸，润燥滑肠，兼有益津作用，用于邪热伤阴、津枯肠燥所致粪便燥结。 ② 与当归、生地黄等配伍，用于治病后津亏及产后血虚所致的肠燥便秘。 ③ 麻仁含有氰苷类成分，与具有神经肌肉阻滞作用的氨基糖苷类配伍联用，易引起呼吸中枢的抑制，严重者可出现呼吸衰竭。 ④ 火麻仁含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异山梨酯等具有氧化性的药物联用，会使后者的药效丧失。 ⑤ 火麻仁不宜与酸性药物同服，火麻仁在酸性环境中会加速氧化物的形成引起中毒。,① 本品刺激性强，用量过大有继发肠炎、肾炎、流产之弊，故亦慎用。 ② 孕畜禁用。
SRC-0093,郁李仁,417,433,第五节 泻下药,二、润下药,本品辛、甘、平，入大肠、小肠经，润肠通便、利水消肿。本品含郁李仁苷、苦杏仁苷、蛋白质、脂肪油等。 其药理作用为：郁李仁苷对实验动物有强烈的泻下作用；郁李仁水提取物及其脂肪油给小鼠灌胃有极显著的促进小肠运动作用；蛋白质成分IR-A和IR-B有抗炎和阵痛作用。,① 与火麻仁、瓜萎仁等同用，体润滑降，具有润肠通便之功效，适用于老弱病畜、肠燥便秘。 ② 与薏苡仁、茯苓等配伍，可利尿消肿，用于四肢浮肿、尿不通利之证。 ③ 郁李仁含氰苷类化合物，不宜与苯巴比妥、可待因等西药 麻醉镇静药、中枢性止咳药同用，因为前者可加重后者的呼吸中枢抑制作用，甚至引起呼吸器官衰竭至死。 ④ 郁李仁不宜与酸性药物同服，火麻仁在酸性环境中会加速氧化物的形成引起中毒。,怀孕的母畜慎用。
SRC-0093,蜂蜜,418,457,第五节 泻下药,二、润下药,本品甘、平，入肺、脾、大肠经，滑肠通便、润肺止咳、解毒、补中。本品含转化糖 70\% \sim 80\% ，水分 14\% \sim 20\% 。 其药理作用为：有祛痰和缓泻作用；对创面有收敛、营养和促进愈合的作用；可杀灭革兰阳性菌及阴性菌，尤其是对严重感染消化道的沙门杆菌、志贺杆菌、大肠杆菌及霍乱弧菌有杀灭作用；蜂蜜对胃肠功能有调节作用，可使胃酸分泌正常；蜂蜜对肝脏的保护作用，能为肝脏的代谢活动提供能量准备，能刺激肝组织再生，起到修复损伤的作用；蜂蜜有扩...,① 可用单味，亦可配复方中使用，品甘而滋润，滑利大肠，用治体虚不宜攻下的肠燥便秘等证。 ② 与枇杷叶、款冬花等同用，用蜂蜜拌炒即蜜炙，以增强润肺之功，用治肺燥干咳、肺虚久咳等证。 ③ 外用涂敷烫伤、疮肿，以解毒和保护疮面；又可解药毒，用于缓解乌头、附子等药的毒性。 ④ 蜜炼川贝枇杷膏中含有大量蜂蜜，感冒清片中的退热成分与蜂蜜能形成复合物，减少药物的吸收速度，使退热作用减弱。 ⑤ 在服用龙胆酊等苦味健胃药时，不能同服蜂蜜、大枣、甘草等甜味中药，因其甜味可掩盖苦味，从而减少苦对味觉神经末梢的刺激，降低其健胃的作用。,① 肠滑腹泻的患畜忌生食。 ② 痰湿内蕴、中满痞胀及大便不实者禁服。 # 三、峻下逐水药
SRC-0093,牵牛子 (二丑、黑白丑),419,482,第五节 泻下药,三、峻下逐水药,本品苦、寒、有毒，入肺、肾、大肠经，泻下通便、利尿消肿、去积杀虫。本品含牵牛子苷、大黄素甲醚、大黄素、大黄酚、咖啡酸乙酯、咖啡酸等。 其药理作用为：牵牛子苷在肠内分解出牵牛子素，刺激肠蠕动而发挥泻下作用；牵牛子苷对离体兔肠及离体大鼠子宫有兴奋作用；能加速菊糖在肾脏中排出。,① 与芒硝、大黄、槟榔、枳壳、枳实等同用，泻下力强，适用于肠胃实热壅滞大便秘结之证。 ② 与甘遂、大戟、大黄等同用，有利尿作用，使水湿从粪便排出，能消除水肿胀满。 ③ 与槟榔、使君子等同用，既能杀虫，又有泻下作用，使虫体得以排出，用于治疗虫积。 ④ 黑丑、白丑与红霉素同用，可缩短红霉素在肠道的停留时间，减少其吸收。,① 孕畜及体虚者禁用。 ② 本品不宜与巴豆同用。
SRC-0093,续随子（千金子）,420,504,第五节 泻下药,三、峻下逐水药,本品辛、温、有毒，入肝、肾经，泻下逐水、破血散瘀。本品含黄酮苷、大戟双香豆素、白瑞香素、脂肪油、大戟醇、大戟甲烯醇、挥发油等。 其药理作用为：甲醇提取物体外对人宫颈癌细胞、急性淋巴细胞性白血病细胞、肝癌细胞有抑制作用，体内对小鼠肉瘤180和艾氏腹水癌有抑制作用；瑞香素有抗炎和镇痛的作用；千金子甾醇对胃肠有刺激性，可产生峻泻，作用强度为蓖麻油的3倍；瑞香素对金黄色葡萄球菌、大肠杆菌、福氏痢疾杆菌及铜绿假单胞菌的生长有抑制作用。,① 与大黄、大戟、牵牛子、木通等同用，泻下逐水的作用较强，且能利尿，可用于二便不利之水肿实证。 ② 与桃仁、红花等配伍，能破血散瘀，用于血瘀之证。 ③ 续随子含挥发油，具有还原作用，不宜与硝酸甘油、硝酸异山梨酯等具有氧化性的药物联用，会使后者的药效丧失。 ④ 续随子含黄酮成分不宜与碳酸钙、硫酸亚铁、氢氧化铝等含金属离子的西药制剂等同用，会形成络合物，影响药物的吸收。,① 体弱便溏的患畜忌服。 ② 怀孕的母畜忌服。
