fact_id,source_id,page,page_status,line_start,line_end,chapter,section,disease,disease_or_topic,prescription_no,prescription_title,items,usage,notes
HANDBOOK-RX-0013,SRC-0087,17,TOC_MAPPED,833,843,第二章 猪传染病用药与处方,第一节 常见病毒性传染病,猪传染性胃肠炎,猪传染性胃肠炎,2,,① 硫酸庆大小诺霉素注射液 16万～32万单位；$25\%$ 葡萄糖注射液 $50\sim 100$ 毫升；$②$ 山茛菪碱 10毫克 $5 \%$ 维生素 $\mathbf{B}_{\mathrm{l}}$ 注射液1毫升,用法：1次静脉注射。；用法：1次两侧后三里穴注射，每日1次，连用3天。,
HANDBOOK-RX-0014,SRC-0087,17,TOC_MAPPED,845,849,第二章 猪传染病用药与处方,第一节 常见病毒性传染病,猪传染性胃肠炎,猪传染性胃肠炎,3,,氯化钠3.5克 氯化钾1.5克 小苏打2.5克 葡萄糖粉20克,用法：加温开水1000毫升溶解，自由饮服。,
HANDBOOK-RX-0015,SRC-0087,17,TOC_MAPPED,851,861,第二章 猪传染病用药与处方,第一节 常见病毒性传染病,猪传染性胃肠炎,猪传染性胃肠炎,4,,黄连40克 三棵针40克 白头翁40克 苦参40克；胡黄连40克 白芍30克 地榆炭30克 棕榈炭30克；乌梅30克 诃子30克 大黄30克 车前子30克；甘草30克,用法：研末分6次灌服，每日3次，连用2天以上。,
HANDBOOK-RX-0016,SRC-0087,17,TOC_MAPPED,863,867,第二章 猪传染病用药与处方,第一节 常见病毒性传染病,猪传染性胃肠炎,猪传染性胃肠炎,5,,红糖120克 生姜30克 茶叶30克,用法：水煎一次喂服。,
HANDBOOK-RX-0017,SRC-0087,20,TOC_MAPPED,895,899,第二章 猪传染病用药与处方,第一节 常见病毒性传染病,猪繁殖与呼吸综合征,猪繁殖与呼吸综合征,1,预防,PRRS灭活疫苗 $2\sim 4$ 毫升,用法：肌内注射，妊娠母猪4毫升，20天后再注射4毫升，以后每6个月注射1次。假定健康猪注射2毫升。,
HANDBOOK-RX-0018,SRC-0087,20,TOC_MAPPED,901,917,第二章 猪传染病用药与处方,第一节 常见病毒性传染病,猪繁殖与呼吸综合征,猪繁殖与呼吸综合征,2,试用方,$①$ 蓝耳泰注射液 2.5毫升；$②$ 磺胺间甲氧嘧啶 30克；③ 白介素-2 2.5毫升；$10\%$ 维生素C注射液5毫升,用法：一次肌内注射。每日1次，3次为1疗程。；用法：拌入50千克饲料中喂饲，连续 $2\sim 3$ 天；或按1千克体重0.2克给予，每日2次。；用法：分别肌内注射，每日1次，连续 $2\sim 3$ 次。,说明：7日龄以前仔猪不可注射，可口服。
HANDBOOK-RX-0019,SRC-0087,22,TOC_MAPPED,970,984,第二章 猪传染病用药与处方,第一节 常见病毒性传染病,猪流行性腹泻,猪流行性腹泻,1,,① 阿米卡星（丁胺卡那霉素）注射液 60万～120万单位；② 氯化钠3.5克 氯化钾1.5克 碳酸氢钠2.5克 葡萄糖20克；温开水1000毫升；③ 磺胺脒4克 次硝酸铋4克 小苏打2克,用法：一次肌内注射，每日2次，连用 $3\sim 5$ 天。；用法：混合自由饮用。；用法：混合一次喂服，每日2次，连用 $2\sim 3$ 天。,
HANDBOOK-RX-0020,SRC-0087,22,TOC_MAPPED,986,990,第二章 猪传染病用药与处方,第一节 常见病毒性传染病,猪流行性腹泻,猪流行性腹泻,2,针灸,穴位：后三里、交巢、带脉，配蹄叉、百会等穴。；针法：白针或血针。,,
HANDBOOK-RX-0021,SRC-0087,24,TOC_MAPPED,1018,1024,第二章 猪传染病用药与处方,第一节 常见病毒性传染病,猪伪狂犬病,猪伪狂犬病,1,,猪伪狂犬病疫苗 0.5～2毫升,用法：肌内注射，乳猪第1次注射0.5毫升，断乳后再注射1毫升；3月以上架子猪注射1毫升；成年猪和妊娠母猪注射2毫升。免疫期1年。,说明：仅用于疫区和受威胁区。
HANDBOOK-RX-0022,SRC-0087,27,TOC_MAPPED,1092,1100,第二章 猪传染病用药与处方,第一节 常见病毒性传染病,猪圆环病毒2型感染,猪圆环病毒2型感染,1,,$①$ 注射用长效土霉素 0.5毫升；② 强力霉素或土霉素 适量 泰妙菌素 适量,用法：一次肌内注射。哺乳仔猪分别在3、7、21日龄按1千克体重0.5毫升各注射1次。；用法：拌入饲料中喂服。按1千克体重断奶前后仔猪用强力霉素150毫克、泰妙菌素50毫克，母猪产前、产后1周内用土霉素300毫克、泰妙菌素100毫克。,
HANDBOOK-RX-0023,SRC-0087,29,TOC_MAPPED,1128,1148,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,仔猪黄痢,1,,$①$ 阿米卡星（丁胺卡那霉素）注射液 20万单位；$②$ 磺胺嘧啶 0.2\~0.8克 三甲氧苄氨嘧啶 0.4\~0.16克活性炭 0.5克；③ 土霉素 0.2~0.3克；$④$ 磺胺甲基嘧啶与增效剂 0.1\~0.2克；$⑤$ $0.5\%$ 恩诺沙星液 2毫升,用法：一次肌内注射或灌服，每日 $2\sim 3$ 次，连用3天。；用法：混匀分2次喂服，每日2次至愈。；用法：口服，每日3次，连用3天。；用法：口服，每日1次，连用3天。；用法：口服，每日1次，连用3天。药物治疗的同时进行补液。口服补盐液的配方：在1000毫升温水中加入葡萄糖20克、氯化钠3.5克、碳酸氢钠2.5克、氯化钾1.5克，混合溶解后让猪自由饮用；也可腹腔注射 $5\%$ 葡萄糖生理盐水。,
HANDBOOK-RX-0024,SRC-0087,29,TOC_MAPPED,1150,1154,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,仔猪黄痢,2,,白头翁2克 龙胆末1克,用法：研末，1次喂服，每日3次，连用3天。,
HANDBOOK-RX-0025,SRC-0087,29,TOC_MAPPED,1156,1160,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,仔猪黄痢,3,,大蒜 100克 $95\%$ 乙醇 100毫升 甘草1克,用法：大蒜用乙醇浸泡15天后取汁1毫升，加甘草末1克，调糊一次喂服，每日2次至愈。,
HANDBOOK-RX-0026,SRC-0087,29,TOC_MAPPED,1162,1162,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,仔猪黄痢,2,、【处方3】配合【处方1】应用效果更佳。,,,
HANDBOOK-RX-0027,SRC-0087,29,TOC_MAPPED,1164,1168,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,仔猪黄痢,4,,黄连5克 黄柏20克 黄芩20克 金银花20克 诃子20克 乌梅20克 草豆蔻20克 泽泻15克 茯苓15克 神曲10克 山楂10克 甘草5克,用法：研末，分2次喂母猪，早晚各1次，连用2剂。,
HANDBOOK-RX-0028,SRC-0087,29,TOC_MAPPED,1170,1176,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,仔猪黄痢,5,,0.1%亚硒酸钠注射液 5毫升,用法：母猪产前两日一次肌内注射，每日1次，连注2天。,说明：本方用于缺硒地区有良效。
HANDBOOK-RX-0029,SRC-0087,29,TOC_MAPPED,1178,1184,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,1%亚硒酸钠注射液5毫升,6,,调痢生（8501）活菌制剂 适量,用法：按50毫克/千克体重口服，每天1次，连用3天。,说明：该处方不能与抗生素同时应用。
HANDBOOK-RX-0030,SRC-0087,29,TOC_MAPPED,1198,1208,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,仔猪白痢,1,,a.硫酸庆大小诺霉素注射液 8万～16万单位；$5\%$ 维生素 $\mathbf{B}_1$ 注射液 $2\sim 4$ 毫升；b.黄连素片 $1\sim 2$ 克 硅碳银（矽炭银） $1\sim 2$ 克,用法：肌内注射或后海穴一次注射，也可灌服。每日2次，连用 $2\sim 3$ 天。；用法：一次喂服，每日2次，连用 $1\sim 2$ 天。,
HANDBOOK-RX-0031,SRC-0087,29,TOC_MAPPED,1210,1230,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,仔猪白痢,2,,"a. 大蒜 500 克, 甘草 120 克, 切碎后加白酒 500 毫升, 浸泡 $5 \sim 7$ 天；b. 调痢生（8501）活菌制剂 50毫克/千克体重；c. 磺胺脒 0.5 克, 苏打 0.5 克, 乳酸钙 0.5 克, 加淀粉和水适量。；d. 土霉素或金霉素糖粉 0.2~0.4克；e. $0.2\%$ 亚硒酸钠溶液 适量",用法：取原液1毫升加水4毫升灌服，每日2次，连服 $2\sim 3$ 天。；用法：口服，每天1次，连用3天。；用法：调匀，一次口服。；用法：口服，每日3次，连用3天。；用法：体重2.5千克以下用1毫升， $2.5\sim 5$ 千克用1.5毫升，7.5千克以上用2毫升肌内注射，对缺硒地区的发病仔猪有一定效果。,
HANDBOOK-RX-0032,SRC-0087,29,TOC_MAPPED,1232,1254,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,仔猪白痢,3,,白头翁50克；黄连50克；生地50克；黄柏50克；青皮25克；地榆炭25克；青木香10克；山楂25克；当归25克；赤芍20克,用法：水煎，喂服10只小猪，每日1剂，连用 $1\sim 2$ 剂。,
HANDBOOK-RX-0033,SRC-0087,29,TOC_MAPPED,1276,1322,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,猪水肿病,1,,"$①$ $50\%$ 葡萄糖注射液；20毫升；地塞米松注射液；1毫克；25%维生素C注射液 2毫升；② 安钠咖注射液；$1\sim 2$ 毫升；③ 呋喃苯胺酸注射液；$1\sim 2$ 毫升；④ 大蒜泥；10克；⑤ 丁胺卡那霉素注射液；20万～40万单位；⑦ 链霉素 0.5 克, 维生素 $\mathrm{B}_{12} 200$ 毫克；$20\%$ 甘露醇 $30\sim 50$ 毫升或 $25\%$ 山梨醇 $30\sim 50$ 毫升",用法：一次静脉推注，连用 $1\sim 2$ 次。；用法：一次皮下注射，视情况可在次日再注射1次。；用法：一次肌内注射，可于第二日酌情再注射1次。；用法：分2次喂服，每日2次，连用3天。；用法：一次后海穴注射，每日2次，连用 $2\sim 3$ 次。；⑥ 硫酸镁 $15 \sim 30$ 克，氢氯噻嗪（双氢克脲噻） $20 \sim 40$ 毫克，维生素 $\mathrm{B}_{1} 100$ 毫克用法：加水1次投喂。；用法：肌内注射，连用2天。；用法：一次静脉注射。,
HANDBOOK-RX-0034,SRC-0087,29,TOC_MAPPED,1324,1360,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,猪水肿病,2,,① 仔猪水肿病抗血清；$5\sim 10$ 毫升；硫酸庆大霉素注射液；8万～16万单位；(2) $20\%$ 磺胺嘧啶钠注射液；$20\sim 40$ 毫升；50%葡萄糖注射液；$40\sim 60$ 毫升；③ $10\%$ 葡萄糖酸钙注射液；$5\sim 10$ 毫升；$40\%$ 乌洛托品注射液；10毫升；④ 维生素 $\mathrm{B}_{1}$ 注射液；$2\sim 4$ 毫升,用法：一次肌内注射，视情况可于第二日再注射1次。；用法：一次静脉注射，每日1次，连用 $2\sim 3$ 天。；用法：一次静脉注射，每日1次，连用 $2\sim 3$ 天。；用法：一次脾俞穴注射，每日1次，连用 $2\sim 3$ 天。,
HANDBOOK-RX-0035,SRC-0087,29,TOC_MAPPED,1362,1380,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪大肠杆菌病,猪水肿病,3,,白术9克；木通6克；茯苓9克；陈皮6克；石斛6克；冬瓜皮9克；猪苓6克；泽泻6克,用法：水煎分2次喂服，每日1剂，连用2剂。,
HANDBOOK-RX-0036,SRC-0087,34,TOC_MAPPED,1406,1416,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,副猪嗜血杆菌病或猪多发性浆膜炎与关节炎,副猪嗜血杆菌病或猪多发性浆膜炎与关节炎,1,,注射用青霉素钠；200万单位；注射用水；5毫升,用法：一次肌内注射，每日2次，连用 $3\sim 5$ 天。,
HANDBOOK-RX-0037,SRC-0087,34,TOC_MAPPED,1418,1426,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,副猪嗜血杆菌病或猪多发性浆膜炎与关节炎,副猪嗜血杆菌病或猪多发性浆膜炎与关节炎,2,,$①$ 三甲氧苄氨嘧啶 0.5克；$②$ 磺胺嘧啶 5克,用法：按每千克体重10毫克喂服，每日2次，连用 $3\sim 5$ 天。；用法：按每千克体重0.1克（首次0.2克）喂服，每日2次，连用 $3\sim 5$ 天。,
HANDBOOK-RX-0038,SRC-0087,35,TOC_MAPPED,1448,1456,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,仔猪副伤寒或猪沙门菌病,仔猪副伤寒或猪沙门菌病,1,预防用,（1）仔猪副伤寒弱毒冻干苗 1头份；(2）金霉素 100克,用法：断奶前后1次喂服或肌内注射。；用法：混饲，加入1000千克饲料中。,
HANDBOOK-RX-0039,SRC-0087,35,TOC_MAPPED,1458,1466,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,仔猪副伤寒或猪沙门菌病,仔猪副伤寒或猪沙门菌病,2,,（1）阿米卡星（丁胺卡那霉素）注射液 20万～40万单位；（2）大蒜 20克,用法：1次肌内注射，每日 $2\sim 3$ 次至愈。；用法：捣汁后1次灌服，每日1次，连用 $2\sim 3$ 次。,
HANDBOOK-RX-0040,SRC-0087,35,TOC_MAPPED,1468,1480,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,仔猪副伤寒或猪沙门菌病,仔猪副伤寒或猪沙门菌病,3,,（1）磺胺嘧啶 0.2～0.8克；三甲氧苄氨嘧啶 0.4～0.16克；(2） $10\%$ 磺胺嘧啶钠注射液 25毫升；$25\%$ 葡萄糖注射液 $40\sim 60$ 毫升,用法：混合后分2次喂服，按每千克体重磺胺嘧啶 $20\sim 40$ 毫克、三甲氧苄氨嘧啶 $4\sim$ 8毫克用药，连用1周。；用法：一次静脉注射，磺胺嘧啶钠按10千克体重5毫升用药。,
HANDBOOK-RX-0041,SRC-0087,35,TOC_MAPPED,1482,1490,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,仔猪副伤寒或猪沙门菌病,仔猪副伤寒或猪沙门菌病,4,,(1) $1\%$ 盐酸强力霉素注射液 3～10毫升；(2）盐酸土霉素 0.6～2克,用法：一次肌内注射，按1千克体重 $0.3\sim 0.5$ 毫升用药。每日1次，连用 $3\sim 5$ 天。；用法：分 $2\sim 3$ 次喂服，按1千克体重 $60\sim 100$ 毫克用药。,
HANDBOOK-RX-0042,SRC-0087,35,TOC_MAPPED,1492,1498,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,仔猪副伤寒或猪沙门菌病,仔猪副伤寒或猪沙门菌病,5,,青木香10克 苍术6克 黄连10克 地榆炭15克；炒白芍15克 白头翁10克 车前子10克 烧大枣5枚（为引）,用法：研末，1次喂服，每日1剂，连用 $2\sim 3$ 剂。,
HANDBOOK-RX-0043,SRC-0087,35,TOC_MAPPED,1500,1516,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,仔猪副伤寒或猪沙门菌病,仔猪副伤寒或猪沙门菌病,6,,黄连15克；木香15克；白芍20克；槟榔10克；茯苓20克；滑石25克；甘草10克,用法：水煎，分3次服完，每日2次，连用 $2\sim 3$ 剂。,
HANDBOOK-RX-0044,SRC-0087,35,TOC_MAPPED,1518,1538,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,仔猪副伤寒或猪沙门菌病,仔猪副伤寒或猪沙门菌病,7,,黄芩6克；陈皮6克；莱菔子9克；神曲9克；柴胡9克；连翘6克；金银花9克；槐木炭6克；苦参9克,用法：水煎，分2次喂服，每日1剂，连用 $2\sim 3$ 剂。,
HANDBOOK-RX-0045,SRC-0087,35,TOC_MAPPED,1540,1544,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,仔猪副伤寒或猪沙门菌病,仔猪副伤寒或猪沙门菌病,8,针灸,穴位：后三里、后海、脾俞、尾尖，配百会、苏气、血印等穴。；针法：白针或血针。,,
HANDBOOK-RX-0046,SRC-0087,37,TOC_MAPPED,1568,1580,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪传染性萎缩性鼻炎,猪传染性萎缩性鼻炎,1,,（1）注射用链霉素 200万单位；注射用水 2毫升；(2）磺胺二甲嘧啶 100克；金霉素 100克,用法：1次肌内注射，每日2次，连用3天。；用法：拌料1000千克喂服，连用 $4\sim 5$ 周。,
HANDBOOK-RX-0047,SRC-0087,38,TOC_MAPPED,1612,1628,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪传染性胸膜肺炎,猪传染性胸膜肺炎,1,,（1）阿米卡星（丁胺卡那霉素）注射液；60万～120万单位；$10\%$ 葡萄糖注射液；20毫升；(2) $20\%$ 磺胺嘧啶钠注射液；$5\sim 15$ 毫升,用法：一次静脉注射，每日3次，连用 $2\sim 3$ 天。；用法：一次肌内注射，每日2次，连用 $2\sim 3$ 天。,
HANDBOOK-RX-0048,SRC-0087,40,TOC_MAPPED,1664,1674,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪丹毒,猪丹毒,1,,（1）抗血清 50毫升；（2）注射用青霉素钠 80万～160万单位,用法：1次静脉注射或皮下注射。；用法：一次肌内注射，每日 $2\sim 3$ 次，连续注射 $3\sim 4$ 天。,说明：对于亚急性型猪丹毒，在发病后 $24\sim 36$ 小时使用效果较好。也可用链霉素、庆大霉素、洁霉素等肌内注射。
HANDBOOK-RX-0049,SRC-0087,40,TOC_MAPPED,1676,1682,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪丹毒,猪丹毒,2,,穿心莲注射液 $10\sim 20$ 毫升,用法：1次肌内注射，每日 $2\sim 3$ 次，连用 $2\sim 3$ 天。,说明：对亚急性型猪丹毒有良效。
HANDBOOK-RX-0050,SRC-0087,40,TOC_MAPPED,1684,1690,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪丹毒,猪丹毒,3,,寒水石5克 连翘10克 葛根15克 桔梗10克 升麻15克 白芍10克 花粉10克 雄黄5克；# 二花5克,用法：研末，1次喂服，每日2剂，连用2天。,
HANDBOOK-RX-0051,SRC-0087,40,TOC_MAPPED,1692,1696,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪丹毒,猪丹毒,4,,地龙30克 石膏30克 大黄30克 玄参16克 知母16克 连翘16克,用法：水煎，分2次喂服，每日1剂，连用 $3\sim 5$ 天。,
HANDBOOK-RX-0052,SRC-0087,40,TOC_MAPPED,1698,1704,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪丹毒,猪丹毒,5,,柴胡15克 陈皮15克 木通9克 山楂30克 神曲30克 大黄30克 芒硝60克 苍术15克 白术15克 麦芽20克 甘草9克,用法：水煎喂服，每日1剂，连服 $2\sim 3$ 剂。,说明：用于猪丹毒后期，体温正常、便干、不食者。
HANDBOOK-RX-0053,SRC-0087,40,TOC_MAPPED,1706,1710,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪丹毒,猪丹毒,6,针灸,穴位：血印、天门、断血、尾尖等穴，配玉堂、山根等穴。；针法：白针或血针。,,
HANDBOOK-RX-0054,SRC-0087,42,TOC_MAPPED,1748,1758,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪肺疫,猪肺疫,1,,$①$ 猪丹毒抗血清 25毫升；② 阿米卡星（丁胺卡那霉素）注射液 60万～120万单位,用法：1次皮下注射，按1千克体重0.5毫升用药；次日再注射1次。；用法：1次肌内注射，每日 $2\sim 3$ 次至愈。,说明：也可用链霉素或青霉素、杆菌肽、磺胺嘧啶钠注射液等治疗。
HANDBOOK-RX-0055,SRC-0087,42,TOC_MAPPED,1760,1768,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪肺疫,猪肺疫,2,,$1\%$ 盐酸强力霉素注射液 $15\sim 25$ 毫升；$②$ 氟哌酸粉 4克,用法：1次肌内注射，按1千克体重 $0.3\sim 0.5$ 毫升用药，每日1次，连用 $2\sim 3$ 天。；用法：1次喂服，按1千克体重80毫克用药，每日2次，连用3天以上。,
HANDBOOK-RX-0056,SRC-0087,42,TOC_MAPPED,1770,1778,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪肺疫,猪肺疫,3,,白药子9克 黄芩9克 大青叶9克 知母6克；连翘6克 桔梗6克 炒牵牛子9克 炒葶苈子9克；炙枇杷叶9克,用法：水煎，加2个鸡蛋清为引，1次喂服，每日2剂，连用3天。,
HANDBOOK-RX-0057,SRC-0087,42,TOC_MAPPED,1780,1788,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪肺疫,猪肺疫,4,,金银花30克 连翘24克 丹皮15克 紫草30克；射干12克 山豆根20克 黄芩9克 麦冬15克；大黄20克 元明粉15克,用法：水煎分2次喂服，每日1剂，连用2天。,
HANDBOOK-RX-0058,SRC-0087,42,TOC_MAPPED,1790,1794,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪肺疫,猪肺疫,5,针灸,穴位：苏气、肺俞、大椎，并配尾尖、山根等穴。；针法：白针或血针。,,
HANDBOOK-RX-0059,SRC-0087,44,TOC_MAPPED,1829,1835,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪链球菌病,猪链球菌病,1,,注射用青霉素钠 240万单位 地塞米松注射液 4毫克,用法：青霉素按每千克体重4万单位1次肌内注射，每日2次至愈。,说明：用于急性败血型链球菌病。
HANDBOOK-RX-0060,SRC-0087,44,TOC_MAPPED,1837,1839,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪链球菌病,猪链球菌病,2,,（1）注射用青霉素钠 240万单位,,
HANDBOOK-RX-0061,SRC-0087,44,TOC_MAPPED,1841,1847,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪链球菌病,猪链球菌病,1,。,(2） $0.2\%$ 高锰酸钾溶液 适量 $5 \%$ 碘酊 适量,用法：将局部脓肿切开后以高锰酸钾溶液冲洗干净，并涂擦碘酊。,说明：用于淋巴结脓肿型。
