fact_id,fact_type,subject,predicate,object,page,category,target_page,evidence_source_id,evidence_coverage
RAU1-DRUG-0013,drug_combination_manual_entry,土霉素,rational_use_or_combination_boundary,Oxytetracycline 【药理作用及适应证】又名氧四环素。对革兰阳性菌和革兰阴性菌均有较强抗菌作用；对立克次体、衣原体、支原体、螺旋体、放线菌和某些原虫亦有效。用于大肠杆菌或沙门菌引起的犊牛白痢、羔羊痢疾、仔猪黄痢和白痢、雏鸡白痢；多杀性巴氏杆菌引起的牛出败、猪肺疫、禽霍乱等；支原体引起的牛肺炎、猪气喘病、鸡慢性呼吸道病等；局部用于子宫脓肿、子宫内膜炎等；也用于泰勒焦虫病、放线菌病、钩端螺旋体病。本品内服吸收不完全，抑制反刍动物瘤胃微生物活性，肌注给药吸收迅速；吸收后广泛分布于机体各组织和体液中，易渗入胸腔、腹腔、胎畜及乳汁中，不易透过血脑屏障，主要以原型经肾脏排泄，部分经肝肠循环，胆汁和尿 中浓度高。,59,四环素类,wiki/drugs/DRUG-019-oxytetracycline.md,SRC-0091,complete
RAU1-DRUG-0014,drug_combination_manual_entry,四环素,rational_use_or_combination_boundary,四环素 在目录中定位为 四环素类，可作为药物类别和联用禁忌入口。,62,四环素类,wiki/drugs/DRUG-030-tetracyclines.md,SRC-0091,complete
RAU1-DRUG-0015,drug_combination_manual_entry,多西环素,rational_use_or_combination_boundary,多西环素 在目录中定位为 四环素类，可作为药物类别和联用禁忌入口。,63,四环素类,wiki/drugs/DRUG-021-doxycycline.md,SRC-0091,complete
RAU1-DRUG-0016,drug_combination_manual_entry,金霉素,rational_use_or_combination_boundary,金霉素 在目录中定位为 四环素类，可作为药物类别和联用禁忌入口。,64,四环素类,wiki/drugs/DRUG-020-chlortetracycline.md,SRC-0091,complete
RAU1-DRUG-0017,drug_combination_manual_entry,氟苯尼考,rational_use_or_combination_boundary,氟苯尼考 在目录中定位为 酰胺醇类，可作为药物类别和联用禁忌入口。,66,酰胺醇类,wiki/drugs/DRUG-012-florfenicol.md,SRC-0091,complete
RAU1-DRUG-0018,drug_combination_manual_entry,红霉素,rational_use_or_combination_boundary,红霉素 在目录中定位为 大环内酯类，可作为药物类别和联用禁忌入口。,67,大环内酯类,wiki/drugs/DRUG-073-erythromycin.md,SRC-0091,complete
RAU1-DRUG-0019,drug_combination_manual_entry,泰乐菌素,rational_use_or_combination_boundary,Tylosin 【药理作用及适应证】动物专用。抗菌谱同红霉素，对革兰阳性菌作用弱于红霉素，抗支原体作用强，对敏感菌并发支原体感染尤为有效。主要用于防治猪、禽支原体病，如鸡慢性呼吸道病、传染性窦腔炎，猪弧菌性痢疾、传染性胸膜肺炎，牛莫拉菌感染及犬结肠炎等；亦用于浸泡种蛋预防鸡支原体传播。本品内服可吸收，有效血药浓度维持时间短，肌注吸收迅速，组织药物浓度比内服高 $2\sim 3$ 倍，有效浓度维持时间较长；体内分布广泛主要经肾脏和胆汁排泄。,70,大环内酯类,wiki/drugs/DRUG-015-tylosin.md,SRC-0091,complete
RAU1-DRUG-0020,drug_combination_manual_entry,替米考星,rational_use_or_combination_boundary,替米考星 在目录中定位为 大环内酯类，可作为药物类别和联用禁忌入口。,71,大环内酯类,wiki/drugs/DRUG-045-tilmicosin.md,SRC-0091,complete
RAU1-DRUG-0021,drug_combination_manual_entry,林可霉素,rational_use_or_combination_boundary,Lincomycin 【药理作用及适应证】又名洁霉素。对革兰阳性菌如葡萄球菌、溶血性链球菌、肺炎球菌、炭疽杆菌等作用较强，但弱于青霉素类和头孢菌素类；对厌氧菌有强大的抑杀作用；对支原体作用与红霉素相似；对猪痢疾密螺旋体有一定作用；对革兰阴性菌无效。与克林霉素完全交叉耐药，与红霉素部分交叉耐药。用于敏感菌感染及猪、鸡的支原体病，猪的密螺旋体血痢等；也作饲料添加剂可促进肉鸡和育肥猪生长，提高饲料利用率。内服吸收不完全，肌注吸收良好。,73,林可胺类,wiki/drugs/DRUG-014-lincomycin.md,SRC-0091,complete
RAU1-DRUG-0022,drug_combination_manual_entry,泰万菌素,rational_use_or_combination_boundary,泰万菌素 在目录中定位为 大环内酯类，可作为药物类别和联用禁忌入口。,73,大环内酯类,wiki/drugs/DRUG-016-tylvalosin.md,SRC-0091,complete
RAU1-DRUG-0023,drug_combination_manual_entry,多黏菌素E,rational_use_or_combination_boundary,多黏菌素E 在目录中定位为 多肽类，可作为药物类别和联用禁忌入口。,76,多肽类,wiki/drugs/DRUG-052-colistin.md,SRC-0091,complete
RAU1-DRUG-0024,drug_combination_manual_entry,杆菌肽,rational_use_or_combination_boundary,杆菌肽 在目录中定位为 多肽类，可作为药物类别和联用禁忌入口。,78,多肽类,wiki/drugs/DRUG-053-bacitracin-methylene-disalicylate.md,SRC-0091,complete
RAU1-DRUG-0025,drug_combination_manual_entry,泰妙菌素,rational_use_or_combination_boundary,Tiamulin 【药理作用及适应证】又名泰妙灵、支原净。广谱抑菌剂，对革兰阳性菌（如金黄色葡萄球菌、链球菌等）、胸膜肺炎放线杆菌、支原体、密螺旋体等有较强作用；对支原体作用强于大环内酯类； 但对革兰阴性菌尤其是肠道菌作用弱。其通过与细菌核糖体50S亚基结合，抑制蛋白质合成而抑菌。临床用于猪肺炎、血痢；鸡慢性呼吸道病、葡萄球菌滑膜炎；低剂量促生长，提高饲料利用率。本品单胃动物内服，生物利用度高，体内分布广，组织和乳中浓度是血清的几倍，代谢为20多种代谢物，部分有抗菌活性，代谢物主要从胆汁排泄，约 $20\%$ 从尿排出。,79,截短侧耳素/其他抗生素,wiki/drugs/DRUG-013-tiamulin.md,SRC-0091,complete
RAU1-DRUG-0026,drug_combination_manual_entry,维吉尼霉素,rational_use_or_combination_boundary,维吉尼霉素 在目录中定位为 多肽类，可作为药物类别和联用禁忌入口。,79,多肽类,wiki/drugs/DRUG-054-virginiamycin.md,SRC-0091,complete
RAU1-DRUG-0027,drug_combination_manual_entry,沃尼妙林,rational_use_or_combination_boundary,Valnemulin 【药理作用及适应证】动物专用抗生素，为泰妙菌素半合成衍生物，抗菌谱同泰妙菌素，作用强于泰妙菌素。主要用于猪痢疾、地方性肺炎、结肠螺旋体病；对支原体引起的呼吸道疾病有良效。本品内服吸收迅速，生物利用度高，重复给药易轻微蓄积，有明显的首过效应，主要分布在肺和肝，在猪体内广泛代谢，代谢物经胆汁和粪便迅速排泄。 【上市剂型】盐酸沃尼妙林预混剂，规格： $10\%$ ， $50\%$ 【联用与禁忌】【用药注意】参见泰妙菌素。,80,截短侧耳素/其他抗生素,wiki/drugs/DRUG-046-valnemulin.md,SRC-0091,complete
RAU1-DRUG-0028,drug_combination_manual_entry,磺胺嘧啶,rational_use_or_combination_boundary,Sulfadiazine (SD) 【药理作用及适应证】本品属广谱慢效抑菌剂，对大多数革兰 阳性菌、部分革兰阴性菌及某些原虫有效。尤对肺炎链球菌、溶血性链球菌、淋球菌、沙门菌、大肠杆菌等抑制作用较强，对葡萄球菌作用较差。易扩散进入组织和脑脊髓液中。临床用于各种敏感菌感染所致的呼吸道、消化道、泌尿道感染及敏感菌所致乳腺炎、子宫内膜炎、腹膜炎、败血症等；对马腺疫、坏死杆菌病，牛传染性腐蹄病，猪萎缩性鼻炎、链球菌病、仔猪水肿病、弓形虫病，羔羊多发性关节炎，兔葡萄球菌病，鸡传染性鼻炎、禽霍乱、副伤寒、球虫病、卡氏住白细胞虫病等均有效。一般与TMP合用。,83,磺胺类/增效剂,wiki/drugs/DRUG-038-trimethoprim-sulfadiazine.md,SRC-0091,complete
RAU1-DRUG-0029,drug_combination_manual_entry,磺胺二甲嘧啶,rational_use_or_combination_boundary,Sulfadimidine $(\mathrm{SM}_2)$ 【药理作用及适应证】抗菌效力比SD稍弱，对球虫有较强抑制作用。生产成本低，还可防治畜、禽球虫病，而且细菌较难形成耐药性。兽医临床上应用，见磺胺嘧啶。本品吸收较迅速而完全，排泄较慢，可以在家畜体内维持较长时间的有效浓度，但疗效稍差，属于中效磺胺。特点是不良反应较少，不易引起泌尿道损害。,87,磺胺类/增效剂,wiki/drugs/DRUG-037-sulfamethazine.md,SRC-0091,complete
RAU1-DRUG-0030,drug_combination_manual_entry,磺胺甲噁唑,rational_use_or_combination_boundary,磺胺甲噁唑 在目录中定位为 磺胺类/增效剂，可作为药物类别和联用禁忌入口。,88,磺胺类/增效剂,wiki/drugs/DRUG-040-trimethoprim-sulfamethoxazole.md,SRC-0091,complete
RAU1-DRUG-0031,drug_combination_manual_entry,磺胺间甲氧嘧啶,rational_use_or_combination_boundary,磺胺间甲氧嘧啶 在目录中定位为 磺胺类/增效剂，可作为药物类别和联用禁忌入口。,90,磺胺类/增效剂,wiki/drugs/DRUG-039-sulfadimethoxine.md,SRC-0091,complete
RAU1-DRUG-0032,drug_combination_manual_entry,甲氧苄啶,rational_use_or_combination_boundary,甲氧苄啶 在目录中定位为 磺胺类/增效剂，可作为药物类别和联用禁忌入口。,93,磺胺类/增效剂,wiki/drugs/DRUG-022-sulfonamide-trimethoprim.md,SRC-0091,complete
RAU1-DRUG-0033,drug_combination_manual_entry,恩诺沙星,rational_use_or_combination_boundary,恩诺沙星 在目录中定位为 喹诺酮类，可作为药物类别和联用禁忌入口。,97,喹诺酮类,wiki/drugs/DRUG-018-enrofloxacin.md,SRC-0091,complete
RAU1-DRUG-0034,drug_combination_manual_entry,达氟沙星,rational_use_or_combination_boundary,达氟沙星 在目录中定位为 喹诺酮类，可作为药物类别和联用禁忌入口。,99,喹诺酮类,wiki/drugs/DRUG-051-danofloxacin-marbofloxacin.md,SRC-0091,complete
RAU1-DRUG-0035,drug_combination_manual_entry,马波沙星,rational_use_or_combination_boundary,马波沙星 在目录中定位为 喹诺酮类，可作为药物类别和联用禁忌入口。,101,喹诺酮类,wiki/drugs/DRUG-051-danofloxacin-marbofloxacin.md,SRC-0091,complete
RAU1-DRUG-0036,drug_combination_manual_entry,甲硝唑,rational_use_or_combination_boundary,甲硝唑 在目录中定位为 硝基咪唑类，可作为药物类别和联用禁忌入口。,107,硝基咪唑类,wiki/drugs/DRUG-050-dimetridazole-ronidazole.md,SRC-0091,complete
RAU1-DRUG-0037,drug_combination_manual_entry,地美硝唑,rational_use_or_combination_boundary,地美硝唑 在目录中定位为 硝基咪唑类，可作为药物类别和联用禁忌入口。,109,硝基咪唑类,wiki/drugs/DRUG-050-dimetridazole-ronidazole.md,SRC-0091,complete
RAU1-DRUG-0038,drug_combination_manual_entry,喹乙醇,rational_use_or_combination_boundary,Olaquinox 【药理作用及适应证】属抗菌促生长剂，对革兰阴性菌，特别是溶血性大肠杆菌作用很强；对革兰阳性菌效力高于金霉素；对密螺旋体有一定作用。作抗菌促生长剂用于猪促生长，仔猪白痢、仔猪黄痢、马和猪胃肠炎的防治。本品内服吸收迅速且完全，生物利 用度高，约 $85\%$ 经肾脏随尿排出。 【上市剂型】喹乙醇预混剂，规格： $100\mathrm{g}:5\mathrm{g}$ ， $500\mathrm{g}:25\mathrm{g}$ 【联用与禁忌】不宜与杆菌肽锌、恩拉霉素、吉他霉素、维吉尼霉素、黄霉素、泰乐菌素、金霉素、土霉素、螺旋霉素、卡那霉素等配伍使用。,110,喹噁啉类,wiki/drugs/DRUG-049-olaquindox.md,SRC-0091,complete
RAU1-DRUG-0039,drug_combination_manual_entry,卡巴多司,rational_use_or_combination_boundary,卡巴多司 在目录中定位为 喹噁啉类，可作为药物类别和联用禁忌入口。,111,喹噁啉类,wiki/drugs/DRUG-048-carbadox.md,SRC-0091,complete
RAU1-DRUG-0040,drug_combination_manual_entry,阿苯达唑,rational_use_or_combination_boundary,阿苯达唑 在目录中定位为 苯并咪唑类驱虫药，可作为药物类别和联用禁忌入口。,145,苯并咪唑类驱虫药,wiki/drugs/DRUG-005-benzimidazoles.md,SRC-0091,complete
RAU1-DRUG-0041,drug_combination_manual_entry,芬苯达唑,rational_use_or_combination_boundary,芬苯达唑 在目录中定位为 苯并咪唑类驱虫药，可作为药物类别和联用禁忌入口。,146,苯并咪唑类驱虫药,wiki/drugs/DRUG-004-fenbendazole.md,SRC-0091,complete
RAU1-DRUG-0042,drug_combination_manual_entry,左旋咪唑,rational_use_or_combination_boundary,左旋咪唑 在目录中定位为 咪唑并噻唑类驱虫药，可作为药物类别和联用禁忌入口。,148,咪唑并噻唑类驱虫药,wiki/drugs/DRUG-056-levamisole.md,SRC-0091,complete
RAU1-DRUG-0043,drug_combination_manual_entry,噻嘧啶,rational_use_or_combination_boundary,Pyrantel 【药理作用与适应证】本品为广谱、高效、低毒的胃肠线虫驱除药，对马、牛、猪、羊、骆驼、鸡、犬等多种消化道线虫都有良好的驱虫作用。但对猪鞭虫、肺线虫无效。酒石酸噻嘧啶是牛、羊高效广谱驱虫药。单胃动物内服酒石酸噻嘧啶，易充分吸收，反刍 动物吸收较少。双羟萘酸噻嘧啶难溶于水，肠道极少吸收，从而能到达大肠末端发挥良好的驱蚊虫作用。酒石酸噻嘧啶除用于牛、绵羊及犬的治疗外，还可用作胃肠道寄生虫良好的预防药物，用药时可减少各种寄生虫感染。双羟萘酸噻嘧啶特别适用于驱除动物消化道后段蛲虫感染。 【上市剂型】双羟萘酸噻嘧啶片，规格： $0.3\mathrm{g}$ （相当于盐基 $0.104\mathrm{g})$ 。,153,四氢嘧啶类驱虫药,wiki/drugs/DRUG-057-piperazine-pyrantel.md,SRC-0091,complete
RAU1-DRUG-0044,drug_combination_manual_entry,伊维菌素,rational_use_or_combination_boundary,伊维菌素 在目录中定位为 阿维菌素类，可作为药物类别和联用禁忌入口。,156,阿维菌素类,wiki/drugs/DRUG-002-ivermectin.md,SRC-0091,complete
RAU1-DRUG-0045,drug_combination_manual_entry,莫西菌素,rational_use_or_combination_boundary,Moxidectin 【药理作用与适应证】莫西菌素比伊维菌素脂溶性大，治疗时有效药物浓度更持久。具有广谱驱虫活性，对犬、牛、绵羊、马的线虫和节肢动物寄生虫有高度的驱除活性。与其他大环内酯类抗寄生虫药不同之处在于它是单一成分，且能维持更长时间的抗虫活性，主要用于反刍兽和马的大多数胃肠线虫和肺线虫，反刍兽的某些节肢动物寄生虫，以及犬恶丝虫发育中的幼虫，此外，对绵羊痒 螨也有极好疗效。莫西菌素对犬的驱虫作用和美贝霉素相似，对犬钩口线虫有高效，但对弯口属钩虫如欧洲犬钩口线虫效果不佳。,158,阿维菌素类,wiki/drugs/DRUG-055-moxidectin.md,SRC-0091,complete
RAU1-DRUG-0046,drug_combination_manual_entry,多拉菌素,rational_use_or_combination_boundary,多拉菌素 在目录中定位为 阿维菌素类，可作为药物类别和联用禁忌入口。,159,阿维菌素类,wiki/drugs/DRUG-003-doramectin.md,SRC-0091,complete
RAU1-DRUG-0047,drug_combination_manual_entry,阿维菌素,rational_use_or_combination_boundary,阿维菌素 在目录中定位为 阿维菌素类，可作为药物类别和联用禁忌入口。,159,阿维菌素类,wiki/drugs/DRUG-001-avermectins.md,SRC-0091,complete
RAU1-DRUG-0048,drug_combination_manual_entry,哌嗪,rational_use_or_combination_boundary,哌嗪 在目录中定位为 其他驱线虫药，可作为药物类别和联用禁忌入口。,160,其他驱线虫药,wiki/drugs/DRUG-057-piperazine-pyrantel.md,SRC-0091,complete
RAU1-DRUG-0049,drug_combination_manual_entry,吡喹酮,rational_use_or_combination_boundary,吡喹酮 在目录中定位为 抗绦虫药，可作为药物类别和联用禁忌入口。,163,抗绦虫药,wiki/drugs/DRUG-075-praziquantel.md,SRC-0091,complete
RAU1-DRUG-0050,drug_combination_manual_entry,磺胺二甲嘧啶,rational_use_or_combination_boundary,Sulfadimidine $(\mathrm{SM}_2)$ 【药理作用及适应证】抗菌效力比SD稍弱，对球虫有较强抑制作用。生产成本低，还可防治畜、禽球虫病，而且细菌较难形成耐药性。兽医临床上应用，见磺胺嘧啶。本品吸收较迅速而完全，排泄较慢，可以在家畜体内维持较长时间的有效浓度，但疗效稍差，属于中效磺胺。特点是不良反应较少，不易引起泌尿道损害。,177,磺胺类/增效剂,wiki/drugs/DRUG-037-sulfamethazine.md,SRC-0091,complete
RAU1-DRUG-0051,drug_combination_manual_entry,妥曲珠利,rational_use_or_combination_boundary,妥曲珠利 在目录中定位为 抗球虫药，可作为药物类别和联用禁忌入口。,180,抗球虫药,wiki/drugs/DRUG-027-toltrazuril.md,SRC-0091,complete
RAU1-DRUG-0052,drug_combination_manual_entry,氨丙啉,rational_use_or_combination_boundary,氨丙啉 在目录中定位为 抗球虫药，可作为药物类别和联用禁忌入口。,182,抗球虫药,wiki/drugs/DRUG-062-amprolium.md,SRC-0091,complete
RAU1-DRUG-0053,drug_combination_manual_entry,甲硝唑,rational_use_or_combination_boundary,甲硝唑 在目录中定位为 硝基咪唑类，可作为药物类别和联用禁忌入口。,188,硝基咪唑类,wiki/drugs/DRUG-050-dimetridazole-ronidazole.md,SRC-0091,complete
RAU1-DRUG-0054,drug_combination_manual_entry,地美硝唑,rational_use_or_combination_boundary,地美硝唑 在目录中定位为 硝基咪唑类，可作为药物类别和联用禁忌入口。,191,硝基咪唑类,wiki/drugs/DRUG-050-dimetridazole-ronidazole.md,SRC-0091,complete
RAU1-DRUG-0055,drug_combination_manual_entry,敌敌畏,rational_use_or_combination_boundary,敌敌畏 在目录中定位为 有机磷杀虫药，可作为药物类别和联用禁忌入口。,196,有机磷杀虫药,wiki/drugs/DRUG-076-dichlorvos.md,SRC-0091,complete
RAU1-DRUG-0056,drug_combination_manual_entry,溴氰菊酯,rational_use_or_combination_boundary,溴氰菊酯 在目录中定位为 拟除虫菊酯类杀虫药，可作为药物类别和联用禁忌入口。,199,拟除虫菊酯类杀虫药,wiki/drugs/DRUG-060-permethrin-deltamethrin.md,SRC-0091,complete
RAU1-DRUG-0057,drug_combination_manual_entry,氰戊菊酯,rational_use_or_combination_boundary,氰戊菊酯 在目录中定位为 拟除虫菊酯类杀虫药，可作为药物类别和联用禁忌入口。,200,拟除虫菊酯类杀虫药,wiki/drugs/DRUG-060-permethrin-deltamethrin.md,SRC-0091,complete
RAU-RULE-0001,drug_rule_boundary,药物联用与禁忌,generation_and_evaluation_constraint,联合用药应区分协同、相加、无关和拮抗；生成处方时不得把相互拮抗的杀菌药/抑菌药组合当作默认方案。,8,rule,wiki/rule_cards/RC-DRUG-COMBINATION-RAU-001.md,SRC-0091,complete
RAU-RULE-0002,drug_rule_boundary,体外配伍禁忌,generation_and_evaluation_constraint,注射液、输液和注射器配伍可能发生沉淀、变色、pH 变化或效价降低；模型不得建议随意混合注射。,10,rule,wiki/rule_cards/RC-DRUG-COMBINATION-RAU-001.md,SRC-0091,complete
RAU-RULE-0003,drug_rule_boundary,注射液配伍禁忌,generation_and_evaluation_constraint,配伍禁忌原因包括物理、化学和药理性不相容；混合给药必须有标签或权威证据支持。,11,rule,wiki/rule_cards/RC-DRUG-COMBINATION-RAU-001.md,SRC-0091,complete
RAU-RULE-0004,drug_rule_boundary,体内相互作用,generation_and_evaluation_constraint,药动学和药效学相互作用可影响吸收、分布、代谢、排泄和疗效安全。,13,rule,wiki/rule_cards/RC-DRUG-COMBINATION-RAU-001.md,SRC-0091,complete
RAU-RULE-0005,drug_rule_boundary,中药及中西药配伍,generation_and_evaluation_constraint,中西药注射剂配伍应谨慎，酸碱性和澄清度变化可能导致沉淀或不稳定。,24,rule,wiki/rule_cards/RC-DRUG-COMBINATION-RAU-001.md,SRC-0091,complete
RAU-RULE-0006,drug_rule_boundary,β-内酰胺合理使用,generation_and_evaluation_constraint,β-内酰胺类属繁殖期杀菌药，水溶液稳定性和过敏风险需作为生成边界。,34,rule,wiki/rule_cards/RC-DRUG-COMBINATION-RAU-001.md,SRC-0091,complete
RAU-RULE-0007,drug_rule_boundary,氨基糖苷边界,generation_and_evaluation_constraint,氨基糖苷类需重点保留肾毒性、耳毒性、新生仔畜和肾功能障碍排泄减慢等边界。,50,rule,wiki/rule_cards/RC-DRUG-COMBINATION-RAU-001.md,SRC-0091,complete
RAU-RULE-0008,drug_rule_boundary,磺胺类边界,generation_and_evaluation_constraint,磺胺类用药需关注结晶尿、肾功能、饮水、B族维生素/K、交叉耐药和蛋鸡产蛋期禁用等边界。,81,rule,wiki/rule_cards/RC-DRUG-COMBINATION-RAU-001.md,SRC-0091,complete
RAU-RULE-0009,drug_rule_boundary,禁用药风险,generation_and_evaluation_constraint,硝基呋喃类、部分硝基咪唑和喹噁啉类在食品动物场景必须触发禁用/合规复核，不得直接生成食用动物处方。,104,rule,wiki/rule_cards/RC-DRUG-COMBINATION-RAU-001.md,SRC-0091,complete
RAU-RULE-0010,drug_rule_boundary,抗寄生虫药原则,generation_and_evaluation_constraint,抗寄生虫药应按虫种、发育阶段、宿主阶段和环境控制综合选择，不得只按症状给单药。,144,rule,wiki/rule_cards/RC-DRUG-COMBINATION-RAU-001.md,SRC-0091,complete
