fact_id,fact_type,subject,predicate,object,page,category,target_page,evidence_source_id,evidence_coverage
RAU2-DRUG-0018,drug_combination_manual_entry,氰戊菊酯,system_or_combination_boundary,氰戊菊酯 在本批来源中定位为 拟除虫菊酯类杀虫药。,200,拟除虫菊酯类杀虫药,wiki/drugs/DRUG-060-permethrin-deltamethrin.md,SRC-0092,complete
RAU2-DRUG-0019,drug_combination_manual_entry,双甲脒,system_or_combination_boundary,Amitraz 【药理作用与适应证】为甲脒类接触性广谱杀虫药，兼有胃毒和内吸作用，对各种螨、蜱、蝇、蚤、虱等均有效，对人、畜安全，对蜜蜂相对无害。双甲脒产生杀虫作用缓慢，一般在用药后2h才能使虱、蜱等解体，48h使患螨部皮肤自行松动脱落，不像拟除菊酯那样迅速使虫体击倒，而且彻底给予杀灭。本品残留期长，一次用药可维持药效6～8周，可保护畜体不再受寄生虫的侵袭。此外，双甲脒对大蜂螨和小蜂螨也有良好的杀灭作用。临床主要用于防治牛、羊、猪、兔、犬的体外寄生虫如疥螨、痒螨、蜂螨、蜱、虱、蚤等。,202,杀虫药/外寄生虫药,wiki/drugs/DRUG-058-amitraz.md,SRC-0092,complete
RAU2-DRUG-0020,drug_combination_manual_entry,咖啡因,system_or_combination_boundary,Caffeine 【药理作用及适应证】本品内服或注射均易吸收，消化道吸收不规则，有刺激性。复盐吸收良好，刺激性亦小。能通过血脑屏障和胎盘屏障。有兴奋中枢神经系统、兴奋心肌、松弛平滑肌和利尿等作用。临床上主要用于麻醉药、镇静药、镇痛药中毒引起的呼吸抑制及感染性疾病引起的呼吸衰竭与昏迷，还用于治疗各种疾病引起的急性心力衰竭。 【上市剂型】苯甲酸钠咖啡因（安钠咖）注射液，规格： $5\mathrm{mL}$ 含咖啡因 $0.24\mathrm{g}$ 与苯甲酸钠 $0.26\mathrm{g}$ ； $5\mathrm{mL}$ ，含咖啡因 $0.48\mathrm{g}$ 与苯甲酸钠 $0.52\mathrm{g}$ ； $10\mathrm{mL}$ ，含咖啡因 $0.48\mathrm{g}$ 与苯甲酸钠 $0.52\mathrm{g}$ ； $10\mathrm{mL}$ 含咖啡因 $0.96\mathrm{g}$ 与苯甲酸钠 $1.04\mathrm{g}$ 。,206,中枢兴奋药,wiki/drugs/DRUG-080-epinephrine.md,SRC-0092,complete
RAU2-DRUG-0021,drug_combination_manual_entry,地西洋,system_or_combination_boundary,地西洋 在本批来源中定位为 镇静药与抗惊厥药。,211,镇静药与抗惊厥药,wiki/drugs/DRUG-077-azaperone.md,SRC-0092,complete
RAU2-DRUG-0022,drug_combination_manual_entry,氟哌啶,system_or_combination_boundary,氟哌啶 在本批来源中定位为 镇静药与抗惊厥药。,211,镇静药与抗惊厥药,wiki/drugs/DRUG-077-azaperone.md,SRC-0092,complete
RAU2-DRUG-0023,drug_combination_manual_entry,氯丙嗪,system_or_combination_boundary,氯丙嗪 在本批来源中定位为 镇静药与抗惊厥药。,211,镇静药与抗惊厥药,wiki/drugs/DRUG-077-azaperone.md,SRC-0092,complete
RAU2-DRUG-0024,drug_combination_manual_entry,保 泰 松,system_or_combination_boundary,保 泰 松 在本批来源中定位为 NSAID 候选。,219,NSAID 候选,wiki/drugs/DRUG-065-ketoprofen-sodium-salicylate-indomethacin.md,SRC-0092,complete
RAU2-DRUG-0025,drug_combination_manual_entry,吲哚美辛,system_or_combination_boundary,吲哚美辛 在本批来源中定位为 NSAID 候选。,219,NSAID 候选,wiki/drugs/DRUG-065-ketoprofen-sodium-salicylate-indomethacin.md,SRC-0092,complete
RAU2-DRUG-0026,drug_combination_manual_entry,安乃近,system_or_combination_boundary,Analgin 【药理作用及适应证】作用迅速，药效可持续 $3\sim 4\mathrm{h}$ 。在解热镇痛的同时，对胃肠运动无明显影响。解热作用较明显，镇痛作用亦较强，并有一定的消炎、抗风湿作用。临床上用于解热、镇痛、抗风湿，也常用于肠痉挛等症。,219,解热镇痛抗炎药/NSAIDs,wiki/drugs/DRUG-029-nsaids.md,SRC-0092,complete
RAU2-DRUG-0027,drug_combination_manual_entry,对乙酰氨基酚,system_or_combination_boundary,Paracetamol 【药理作用及适应证】又名扑热息痛，解热作用阿司匹林相当，镇痛和消炎作用较弱。作用持久，副作用小。主要用作中小动物的解热镇痛药。,219,解热镇痛抗炎药,wiki/drugs/DRUG-029-nsaids.md,SRC-0092,complete
RAU2-DRUG-0028,drug_combination_manual_entry,布洛芬,system_or_combination_boundary,Ibuprofen 【药理作用及适应证】内服易吸收，显效较萘普生、酮洛芬快，半衰期比后两药物短。具有较好的解热、镇痛、抗休克作用。镇痛作用不如阿司匹林，但毒副作用比后者少。主要用于犬的肌肉骨骼系统功能障碍。 【上市剂型】布洛芬片，规格： $0.1\mathrm{g}$ ， $0.2\mathrm{g}$,219,NSAID 候选,wiki/drugs/DRUG-029-nsaids.md,SRC-0092,complete
RAU2-DRUG-0029,drug_combination_manual_entry,阿司匹林,system_or_combination_boundary,Aspirin 【药理作用及适应证】解热、镇痛作用较好，消炎、抗风湿作用强，并可促进尿酸排泄。本品作用较强，疗效确实。还可抑制抗体产生及抗原抗体结合反应，并抑制炎性渗出，对急性风湿症有特效，抗风湿疗效确实。较大剂量时，还可抑制肾小管对尿酸的重吸收而增加排泄。内服后主要在胃肠道前部吸收，犬、猫、马吸收快，牛、羊较慢。用于发热、风湿症和神经、肌肉、关节疼痛及痛风症的治疗。 【上市剂型】阿司匹林片，规格： $0.3\mathrm{g}$ ， $0.5\mathrm{g}$,219,解热镇痛抗炎药/NSAIDs,wiki/drugs/DRUG-029-nsaids.md,SRC-0092,complete
RAU2-DRUG-0030,drug_combination_manual_entry,利多卡因,system_or_combination_boundary,Lidocaine 【药理作用及适应证】本品属酰胺类中效局麻药。局麻作用和穿透力比普鲁卡因强，作用快，扩散广，对组织无刺激性，局部血管扩张作用不明显。毒性与普鲁卡因相似，但作用强，持续时间长。吸收后对中枢神经系统有抑制作用，并能抑制心室自律性，缩短不应期。但治疗量不影响房室结传导，多用于治疗心律失常。本品作为局麻药可用作表面、浸润、传导及硬膜外麻醉。 【上市剂型】盐酸利多卡因注射液，规格： $5\mathrm{mL}:0.1\mathrm{g}$ ， $10\mathrm{mL}$ ： 0.2g， $10\mathrm{mL}:0.5\mathrm{g}$ ， $20\mathrm{mL}:0.4\mathrm{g}$ 。,230,局部麻醉药/麻醉边界,wiki/drugs/DRUG-077-azaperone.md,SRC-0092,complete
RAU2-DRUG-0031,drug_combination_manual_entry,普鲁卡因,system_or_combination_boundary,Procaine 【药理作用及适应证】本品为短效酯类局部麻醉药，能阻断各种神经的冲动传导。对黏膜的穿透力弱，一般不作表面麻醉用。可用作浸润、传导、硬膜外麻醉，注入组织后，约经几分钟即可呈现局麻作用。,230,局部麻醉药/配伍边界,wiki/drugs/DRUG-009-penicillin-g.md,SRC-0092,complete
RAU2-DRUG-0032,drug_combination_manual_entry,阿托品,system_or_combination_boundary,Atropine 【药理作用及适应证】本品属于抗胆碱药，能与乙酰胆碱竞争M胆碱受体，从而阻断乙酰胆碱的M样作用，临床上主要用于①解痉：治疗支气管痉挛和肠痉挛，可与氨茶碱及哌替啶配合使用。②解毒：能有效地解除有机磷制剂中毒、毛果芸香碱中毒等，迅速缓解M样中毒症状。解有机磷中毒可配合碘解磷啶等胆碱酯酶复活剂使用。此外，还可用以解除锑剂中毒引起的心动徐缓和传导阻滞。③麻醉前给药：可防止吸入性麻醉药引起的支气管腺分泌过多。④扩大瞳孔：点眼治疗虹膜炎、周期性眼炎，防止虹膜与晶状体粘连，或做眼底检查时扩瞳。⑤抢救感染中毒性休克：用于休克血管痉挛期，改善微循环。,237,抗胆碱药,wiki/drugs/DRUG-079-atropine.md,SRC-0092,complete
RAU2-DRUG-0033,drug_combination_manual_entry,肾上腺素,system_or_combination_boundary,Adrenalline 【药理作用及适应证】本品对 $\alpha$ 和 $\beta$ 受体都有激活作用。能使心肌收缩力加强，心率加快，心血输出量增多，心肌耗氧量也增加；使皮肤、黏膜和内脏血管收缩，但冠状动脉和骨骼肌血管则扩张；对血压的影响与剂量有关，常用剂量下，收缩压上升而舒张压并不升高，当剂量增大时，收缩压和舒张压都上升；对支气管平滑肌有松弛作用，能抑制胃肠平滑肌收缩，扩大瞳孔；能促进糖原分解而升高血糖和加速脂肪分解，从而血中游离脂肪酸增多；此外，还能使马、羊等动物发汗。其用途主要有：①抢救心脏骤停。当麻醉和手术中意外、药物中毒、窒息或心脏传导阻滞等引起心脏骤停时，可作为急救药。②抢救过敏性休克。本品具有兴奋心肌、升高血压、松弛支气管平滑肌等作用，故可缓解过敏性休克的症状。③本品还能降低毛细血管通透性，故对荨麻疹、血清反应等也有治疗作用。④与局麻药合用，可延长局麻时间。⑤如用浸润纱布压迫止血，或将药液滴入鼻腔，可治疗鼻衄。 【上市剂型】盐酸肾上腺素注射液，规格： $0.5\mathrm{mL}:0.5\mathrm{mg}$ $1\mathrm{mL}:1\mathrm{mg}$ ， $5\mathrm{mL}:5\m,240,拟肾上腺素药,wiki/drugs/DRUG-080-epinephrine.md,SRC-0092,complete
RAU2-DRUG-0034,drug_combination_manual_entry,硫酸亚铁,system_or_combination_boundary,硫酸亚铁 在本批来源中定位为 抗贫血/铁制剂边界。,243,抗贫血/铁制剂边界,wiki/drugs/DRUG-028-iron-dextran.md,SRC-0092,complete
RAU2-DRUG-0035,drug_combination_manual_entry,碳酸氢钠,system_or_combination_boundary,碳酸氢钠 在本批来源中定位为 酸碱平衡/磺胺安全边界。,249,酸碱平衡/磺胺安全边界,wiki/drugs/DRUG-034-sulfonamides.md,SRC-0092,complete
RAU2-DRUG-0036,drug_combination_manual_entry,氨茶碱,system_or_combination_boundary,Aminophyline 【药理作用及适应证】本品可直接松弛支气管平滑肌，解除支气管平滑肌痉挛，缓解支气管黏膜的充血水肿，发挥相应的平喘作 用。其作用机制是抑制磷酸二酯酶，使cAMP的水解速度变慢，抑制组胺和慢反应物质等过敏介质的释放，促进儿茶酚胺释放，使支气管平滑肌松弛；同时还有直接松弛支气管平滑肌的作用，从而解除支气管平滑肌痉挛，缓解支气管黏膜的充血水肿，发挥平喘功效。另外，本品还有较弱的强心和利尿作用。,251,呼吸系统/平喘药,wiki/drugs/DRUG-080-epinephrine.md,SRC-0092,complete
RAU2-DRUG-0037,drug_combination_manual_entry,促卵泡素,system_or_combination_boundary,促卵泡素 在本批来源中定位为 促性腺激素/生殖系统药物。,266,促性腺激素/生殖系统药物,wiki/drugs/DRUG-069-triptorelin.md,SRC-0092,complete
RAU2-DRUG-0038,drug_combination_manual_entry,促黄体素,system_or_combination_boundary,促黄体素 在本批来源中定位为 促性腺激素/生殖系统药物。,266,促性腺激素/生殖系统药物,wiki/drugs/DRUG-069-triptorelin.md,SRC-0092,complete
RAU2-DRUG-0039,drug_combination_manual_entry,前列腺素,system_or_combination_boundary,前列腺素 在本批来源中定位为 前列腺素/生殖系统药物。,266,前列腺素/生殖系统药物,wiki/drugs/DRUG-067-oxytocin.md,SRC-0092,complete
RAU2-DRUG-0040,drug_combination_manual_entry,垂体后叶素,system_or_combination_boundary,Pituitrin 【药理作用及适应证】本品是由猪、牛脑垂体后叶中提取的水溶性成分，内含缩宫素和加压素（加压素又称抗利尿激素）。缩宫素对子宫平滑肌有选择性作用，其作用强度取决于给药剂量和子宫的生理状态，小剂量能加强子宫的节律性收缩，用于催产、治疗胎衣不下及排出死胎、尿频症或尿崩症等；大剂量可引起子宫的强直性收缩，压迫子宫血管起止血作用，用于产后子宫出血。 【上市剂型】垂体后叶注射液，规格： $1\mathrm{mL}:10$ 单位， $5\mathrm{mL}:50$ 单位。,266,生殖系统药物,wiki/drugs/DRUG-067-oxytocin.md,SRC-0092,complete
RAU2-DRUG-0041,drug_combination_manual_entry,戈那瑞林,system_or_combination_boundary,戈那瑞林 在本批来源中定位为 GnRH/生殖系统药物。,266,GnRH/生殖系统药物,wiki/drugs/DRUG-069-triptorelin.md,SRC-0092,complete
RAU2-DRUG-0042,drug_combination_manual_entry,绒促性素,system_or_combination_boundary,绒促性素 在本批来源中定位为 促性腺激素/生殖系统药物。,266,促性腺激素/生殖系统药物,wiki/drugs/DRUG-069-triptorelin.md,SRC-0092,complete
RAU2-DRUG-0043,drug_combination_manual_entry,缩宫素,system_or_combination_boundary,Oxytocin 【药理作用及适应证】又名催产素。能选择性兴奋子宫，加强子宫平滑肌的收缩。其兴奋子宫平滑肌作用因剂量大小、体内激素水平而不同。小剂量能增加妊娠末期子宫肌的节律性收缩，收缩、舒张均匀；大剂量则能引起子宫平滑肌强直性收缩，使子宫肌层内的血管受压迫而起止血作用。此外，缩宫素能促进乳腺腺泡和腺导管周围的肌上皮细胞收缩，促进排乳。用于催产、产后子宫出血和胎衣不下等。 【上市剂型】缩宫素注射液，规格： $1\mathrm{mL}:10$ 单位， $2\mathrm{mL}:10$ 单位， $2\mathrm{mL}:20$ 单位， $5\mathrm{mL}:50$ 单位。,266,生殖系统药物,wiki/drugs/DRUG-067-oxytocin.md,SRC-0092,complete
RAU2-DRUG-0044,drug_combination_manual_entry,黄体酮,system_or_combination_boundary,Progesterone 【药理作用及适应证】主要作用于子宫内膜，能使雌激素所引起的增殖期转化为分泌期，为孕卵着床做好准备；并抑制子宫收缩，降低子宫对缩宫素的敏感性，有安胎作用。此外，与雌激素共同作用，可促使乳腺发育，为产后泌乳做准备。主要用于治疗习惯性流产、先兆性流产或促使母畜周期发情，也用于治疗牛卵巢囊肿。,266,孕激素/生殖系统药物,wiki/drugs/DRUG-068-altrenogest.md,SRC-0092,complete
RAU2-DRUG-0045,drug_combination_manual_entry,苯海拉明,system_or_combination_boundary,苯海拉明 在本批来源中定位为 抗过敏药。,275,抗过敏药,wiki/drugs/DRUG-079-atropine.md,SRC-0092,complete
RAU2-DRUG-0046,drug_combination_manual_entry,氢化可的松,system_or_combination_boundary,Hydrocortisone 【药理作用及适应证】本品为天然皮质激素，有抗炎、抗过敏、抗毒素和抗休克等作用，此外也有一定的水钠潴留及排钾作用。静脉注射制剂显效快，可用于治疗严重的中毒性感染或其他危急病症。醋酸氢化可的松注射液（混悬液）肌内注射时吸收很少，作用较弱，因此，主要供关节或腱鞘内注射，治疗关节、腱鞘炎症。局部应用疗效较好，常用于牛乳腺炎、眼科炎症、皮肤过敏性炎症等的治疗。,278,肾上腺皮质激素,wiki/drugs/DRUG-066-dexamethasone.md,SRC-0092,complete
RAU2-DRUG-0047,drug_combination_manual_entry,维生素A,system_or_combination_boundary,Vitamin A 【药理作用及适应证】可维持上皮组织和黏膜的正常功能及结构完整，促进动物生长发育，维持骨骼正常形态和功能，参与视紫质和肾上腺皮质激素合成。临床上主要用于防治角膜软化症、干眼病、夜盲症及皮肤粗糙等维生素A缺乏症，也可用于增强机体对感染的抵抗力等。创伤、烧伤等局部外用，有促进愈合的作用。,282,维生素/营养支持,wiki/drugs/DRUG-028-iron-dextran.md,SRC-0092,complete
RAU2-DRUG-0048,drug_combination_manual_entry,维生素C,system_or_combination_boundary,Vitamin C 【药理作用及适应证】又名抗坏血酸，广泛参与机体的多种生化反应。参加体内氧化还原反应，促进细胞间质的合成，保持细胞间质的完整，增加毛细血管壁致密度，降低其通透性及脆性；参与解毒功能；维生素C具有强还原性，保护酶系的巯基以避免被毒物破坏；参与体内活性物质和组织代谢，如胶原蛋白合成；增强机体抗病能力，可提高白细胞和吞噬细胞功能等。主要用于防治维生素C缺乏症，铅、汞、砷、苯等的慢性中毒，以及风湿性疾病、药疹和高铁血红蛋白血症等；辅助治疗急慢性感染、各种贫血、肝胆疾病、心源性和感染性休克等；还可促进创伤愈合等。,282,维生素/配伍边界,wiki/drugs/DRUG-034-sulfonamides.md,SRC-0092,complete
RAU2-DRUG-0049,drug_combination_manual_entry,维生素D,system_or_combination_boundary,维生素D 在本批来源中定位为 维生素/营养支持。,282,维生素/营养支持,wiki/drugs/DRUG-028-iron-dextran.md,SRC-0092,complete
RAU2-DRUG-0050,drug_combination_manual_entry,维生素E,system_or_combination_boundary,维生素E 在本批来源中定位为 维生素/营养支持。,282,维生素/营养支持,wiki/drugs/DRUG-028-iron-dextran.md,SRC-0092,complete
RAU2-DRUG-0051,drug_combination_manual_entry,亚硒酸钠,system_or_combination_boundary,亚硒酸钠 在本批来源中定位为 微量元素。,292,微量元素,wiki/drugs/DRUG-028-iron-dextran.md,SRC-0092,complete
RAU2-DRUG-0052,drug_combination_manual_entry,氯化钙,system_or_combination_boundary,氯化钙 在本批来源中定位为 钙磷与微量元素。,292,钙磷与微量元素,wiki/drugs/DRUG-028-iron-dextran.md,SRC-0092,complete
RAU2-DRUG-0053,drug_combination_manual_entry,桂枝,system_or_combination_boundary,为樟科常绿乔木肉桂的嫩枝。主产于广东、广西及云南省，尤以广西为多。常于春季割取嫩枝，晒干或阴干，切片或切段用。,296,中药配伍/中西药联用边界,wiki/drugs/DRUG-007-antimicrobials.md,SRC-0092,complete
RAU2-DRUG-0054,drug_combination_manual_entry,薄荷,system_or_combination_boundary,为唇形科多年生草本植物薄荷的茎叶。我国南北均产，尤以江苏产者为佳。收获期因地而异，一般每年可采割 $2\sim 3$ 次。鲜用或阴干切段生用。,296,中药配伍/中西药联用边界,wiki/drugs/DRUG-007-antimicrobials.md,SRC-0092,complete
RAU2-DRUG-0055,drug_combination_manual_entry,麻 黄,system_or_combination_boundary,为麻黄科草本状小灌木草麻黄、木贼麻黄和中麻黄的草质茎。主产于河北、山西、内蒙古、甘肃等地。立秋至霜降之间采收，阴干切段。生用、蜜炙或捣绒用。,296,中药配伍/中西药联用边界,wiki/drugs/DRUG-007-antimicrobials.md,SRC-0092,complete
RAU2-DRUG-0056,drug_combination_manual_entry,黄芩,system_or_combination_boundary,为唇形科多年生草本植物黄芩的根。主产于河北、山西、内蒙古、河南及陕西等地。春、秋两季采挖。蒸透或开水润透切片。生用，酒炙或炒炭用。,316,中药配伍/中西药联用边界,wiki/drugs/DRUG-007-antimicrobials.md,SRC-0092,complete
RAU2-DRUG-0057,drug_combination_manual_entry,黄连,system_or_combination_boundary,为毛茛科多年生草本植物黄连、三角叶黄连或云连的根茎。黄连多系栽培，主产于四川、云南、湖北。秋季采挖。干燥，生用或清炒、姜炙、酒炙、吴茱萸水炒用。,316,中药配伍/中西药联用边界,wiki/drugs/DRUG-007-antimicrobials.md,SRC-0092,complete
RAU2-DRUG-0058,drug_combination_manual_entry,板蓝根,system_or_combination_boundary,为十字花科植物菘蓝的根；或爵床科植物马蓝的根茎及根。秋季采挖，除去泥沙，晒干。,331,中药配伍/中西药联用边界,wiki/drugs/DRUG-007-antimicrobials.md,SRC-0092,complete
RAU2-DRUG-0059,drug_combination_manual_entry,穿心莲,system_or_combination_boundary,穿心莲 在本批来源中定位为 中药配伍/中西药联用边界。,331,中药配伍/中西药联用边界,wiki/drugs/DRUG-007-antimicrobials.md,SRC-0092,complete
RAU2-DRUG-0060,drug_combination_manual_entry,连翘,system_or_combination_boundary,为木犀科落叶灌木连翘的果实。产于我国东北、华北、长江流域至云南。野生、家种均有。白露前采初熟果实，色尚青绿，称青翘。寒露前采熟透果实则为黄翘。青翘采得后即蒸熟晒干，筛取籽实作连翘心用。以青翘为佳，生用。,331,中药配伍/中西药联用边界,wiki/drugs/DRUG-007-antimicrobials.md,SRC-0092,complete
RAU2-DRUG-0061,drug_combination_manual_entry,金银花,system_or_combination_boundary,为忍冬科多年生半常绿缠绕性木质藤本植物忍冬的花蕾。我国 南北各地均有分布。夏初当花含苞未放时采摘，阴干。生用、炒用或制成露剂使用。,331,中药配伍/中西药联用边界,wiki/drugs/DRUG-007-antimicrobials.md,SRC-0092,complete
RAU2-DRUG-0062,drug_combination_manual_entry,鱼腥草,system_or_combination_boundary,为三白草科多年生草本植物葳菜草。分布于长江流域以南各 兽/药/合理/应/用/与/联/用/手/册 省。夏秋间采集，洗净、晒干，生用。,331,中药配伍/中西药联用边界,wiki/drugs/DRUG-007-antimicrobials.md,SRC-0092,complete
