entity_id,entity_name,entity_type,query,title,url,summary,doc_date,channel,file_type,source_site,api_attachments,score,matched_terms,error,status,content_type,bytes,text_chars,attachments,html_file,text_file,is_direct_attachment,attachment_file,skipped
MANUAL-004,磺胺二甲嘧啶,drug,磺胺二甲嘧啶公告,中华人民共和国农业部公告第1860号,https://www.moa.gov.cn/govpublic/SYJ/201212/t20121220_3111216.htm,磺胺二甲嘧啶...,2012-12-20,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/SYJ/201212/P020121220393182199589.ceb"": ""2012GG1860.CEB""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,72181,7874,0,pages_html\8f5fc8a1780a_t20121220_3111216.htm.html,pages_text\8f5fc8a1780a_t20121220_3111216.htm.html.txt,False,,
MANUAL-005,磺胺二甲氧嘧啶,drug,磺胺二甲氧嘧啶公告,说明书和标签.doc,https://www.moa.gov.cn/govpublic/SYJ/201804/P020180427562525174884.doc,对照溶液中磺胺二甲氧嘧啶...,2018-04-27,政策,word,www.moa.gov.cn,{},38,entity_in_summary;suffix:说明书;priority_channel,,200,application/msword,1322496,0,0,,,True,attachments\dde284796872_P020180427562525174884.doc,
MANUAL-005,磺胺二甲氧嘧啶,drug,磺胺二甲氧嘧啶公告,关于举办首届全国农产品质量安全基层检测技术人员大比武的通知,https://www.moa.gov.cn/govpublic/ncpzlaq/201107/t20110701_2043705.htm,磺胺二甲氧嘧啶和磺胺喹恶啉5种磺胺类药物残留的测定...,2011-06-30,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/ncpzlaq/201107/P020110701585866757711.ceb"": ""农办质〔2011〕27号.CEB""}",28,entity_in_summary;priority_channel;has_api_attachments,,200,text/html,78822,9599,0,pages_html\3522325ce19f_t20110701_2043705.htm.html,pages_text\3522325ce19f_t20110701_2043705.htm.html.txt,False,,
MANUAL-006,磺胺噻唑,drug,磺胺噻唑公告,农业农村部办公厅关于2018年上半年畜禽及蜂产品兽药残留监控检测结果的通报,https://www.moa.gov.cn/govpublic/SYJ/201808/t20180829_6156498.htm,磺胺噻唑...,2018-08-29,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/SYJ/201808/P020180829398860436480.ceb"": ""nby41.ceb""}",46,entity_in_summary;suffix:兽药;priority_channel;has_api_attachments,,200,text/html,86857,10374,1,pages_html\0d9bd084a1fe_t20180829_6156498.htm.html,pages_text\0d9bd084a1fe_t20180829_6156498.htm.html.txt,False,,
MANUAL-006,磺胺噻唑,drug,磺胺噻唑公告,中华人民共和国农业部公告 第2139号,https://www.moa.gov.cn/govpublic/SYJ/201409/t20140910_4050018.htm,磺胺噻唑...,2014-09-10,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/SYJ/201409/P020140910346791348874.ceb"": ""公告2139.ceb""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,78799,8087,1,pages_html\8a7451faab48_t20140910_4050018.htm.html,pages_text\8a7451faab48_t20140910_4050018.htm.html.txt,False,,
MANUAL-006,磺胺噻唑,drug,磺胺噻唑公告,中华人民共和国农业部公告 第1691号,http://www.moa.gov.cn/govpublic/SYJ/201201/t20120112_2456041.htm,磺胺噻唑...,2012-01-12,政策,html,www.moa.gov.cn,"{""http://www.moa.gov.cn/govpublic/SYJ/201201/P020120112517272114719.ceb"": ""公告1691.CEB""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,72461,8585,0,pages_html\feb6fd935575_t20120112_2456041.htm.html,pages_text\feb6fd935575_t20120112_2456041.htm.html.txt,False,,
MANUAL-007,氨苄西林,drug,氨苄西林公告,农业农村部关于印发2026年兽药质量监督抽检和风险监测等3个计划的通知,https://www.moa.gov.cn/govpublic/xmsyj/202603/t20260318_6482396.htm,溶血性巴氏杆菌等3种革兰氏阴性菌对氨苄西林...,2026-03-18,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202603/P020260318598272942969.ofd"": ""农业农村部关于印发2026年兽药质量监督抽检和风险监测等3个计划的通知.ofd""}",58,entity_in_summary;suffix:兽药;high_value_title;priority_channel;has_api_attachments,,200,text/html,1137646,25696,0,pages_html\70f6439d3875_t20260318_6482396.htm.html,pages_text\70f6439d3875_t20260318_6482396.htm.html.txt,False,,
MANUAL-007,氨苄西林,drug,氨苄西林公告,农业农村部办公厅关于2018年上半年畜禽及蜂产品兽药残留监控检测结果的通报,https://www.moa.gov.cn/govpublic/SYJ/201808/t20180829_6156498.htm,氨苄西林...,2018-08-29,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/SYJ/201808/P020180829398860436480.ceb"": ""nby41.ceb""}",46,entity_in_summary;suffix:兽药;priority_channel;has_api_attachments,,200,text/html,86857,10374,1,pages_html\0d9bd084a1fe_t20180829_6156498.htm.html,pages_text\0d9bd084a1fe_t20180829_6156498.htm.html.txt,False,,
MANUAL-007,氨苄西林,drug,氨苄西林公告,中华人民共和国农业农村部公告 第953号,https://www.moa.gov.cn/govpublic/xmsyj/202509/t20250929_6477854.htm,注射用氨苄西林钠...,2025-09-29,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202509/P020250929336859804981.pdf"": ""说明书和标签.pdf""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,183705,10752,0,pages_html\db3efd25aa7c_t20250929_6477854.htm.html,pages_text\db3efd25aa7c_t20250929_6477854.htm.html.txt,False,,
MANUAL-008,头孢喹肟,drug,头孢喹肟公告,中华人民共和国农业农村部公告 第981号,https://www.moa.gov.cn/govpublic/xmsyj/202601/t20260107_6480491.htm,注射用硫酸头孢喹肟...,2026-01-07,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202601/P020260108543412355695.pdf"": ""说明书和标签.pdf""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,341686,14297,0,pages_html\ba3b163782da_t20260107_6480491.htm.html,pages_text\ba3b163782da_t20260107_6480491.htm.html.txt,False,,
MANUAL-008,头孢喹肟,drug,头孢喹肟公告,农业部关于下达2009年兽药质量监督抽检计划的通知,https://www.moa.gov.cn/govpublic/SYJ/201006/t20100606_1535715.htm,硫酸头孢喹肟注射液...,2009-04-02,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/SYJ/201006/P020100606587823886864.ceb"": ""农医发〔2009〕8号.CEB""}",46,entity_in_summary;suffix:兽药;priority_channel;has_api_attachments,,200,text/html,67860,13675,0,pages_html\5f7d65589710_t20100606_1535715.htm.html,pages_text\5f7d65589710_t20100606_1535715.htm.html.txt,False,,
MANUAL-008,头孢喹肟,drug,头孢喹肟公告,中华人民共和国农业农村部公告第151号,https://www.moa.gov.cn/govpublic/SYJ/201904/t20190403_6177917.htm,批准英特威国际有限公司德国厂等5家公司生产的硫酸头孢喹肟注射液等5种兽药产品在我国再注册...,2019-04-03,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/SYJ/201904/P020190426597764680117.ceb"": ""农业农村部公告151.ceb"", ""https://www.moa.gov.cn/govpublic/SYJ/201904/P020190403530048902729.doc"": ""说明书和标签.doc""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,60635,7186,2,pages_html\343739bd3ef5_t20190403_6177917.htm.html,pages_text\343739bd3ef5_t20190403_6177917.htm.html.txt,False,,
MANUAL-009,替米考星,drug,替米考星公告,中华人民共和国农业农村部公告 第1015号,https://www.moa.gov.cn/govpublic/xmsyj/202604/t20260428_6483711.htm,替米考星溶液...,2026-04-28,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202604/P020260428343462773402.pdf"": ""农业农村部公告 第1015号说明书标签.pdf""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,154151,9119,0,pages_html\ef9585110a45_t20260428_6483711.htm.html,pages_text\ef9585110a45_t20260428_6483711.htm.html.txt,False,,
MANUAL-009,替米考星,drug,替米考星公告,中华人民共和国农业农村部公告 第411号,https://www.moa.gov.cn/govpublic/xmsyj/202104/t20210409_6365476.htm,批准美国礼蓝动物保健有限公司英国生产厂生产的替米考星溶液在我国注册...,2021-04-09,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202104/P020210409319040931336.ofd"": ""农业农村部公告 第411号.ofd""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,102626,8000,0,pages_html\145be666e759_t20210409_6365476.htm.html,pages_text\145be666e759_t20210409_6365476.htm.html.txt,False,,
MANUAL-009,替米考星,drug,替米考星公告,农业农村部办公厅关于2018年上半年畜禽及蜂产品兽药残留监控检测结果的通报,https://www.moa.gov.cn/govpublic/SYJ/201808/t20180829_6156498.htm,替米考星...,2018-08-29,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/SYJ/201808/P020180829398860436480.ceb"": ""nby41.ceb""}",46,entity_in_summary;suffix:兽药;priority_channel;has_api_attachments,,200,text/html,86857,10374,1,pages_html\0d9bd084a1fe_t20180829_6156498.htm.html,pages_text\0d9bd084a1fe_t20180829_6156498.htm.html.txt,False,,
MANUAL-010,克拉维酸,drug,克拉维酸公告,农业农村部关于印发2026年兽药质量监督抽检和风险监测等3个计划的通知,https://www.moa.gov.cn/govpublic/xmsyj/202603/t20260318_6482396.htm,克拉维酸...,2026-03-18,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202603/P020260318598272942969.ofd"": ""农业农村部关于印发2026年兽药质量监督抽检和风险监测等3个计划的通知.ofd""}",58,entity_in_summary;suffix:兽药;high_value_title;priority_channel;has_api_attachments,,200,text/html,1137646,25696,0,pages_html\70f6439d3875_t20260318_6482396.htm.html,pages_text\70f6439d3875_t20260318_6482396.htm.html.txt,False,,
MANUAL-010,克拉维酸,drug,克拉维酸公告,中华人民共和国农业农村部公告 第642号,https://www.moa.gov.cn/govpublic/xmsyj/202301/t20230116_6418872.htm,阿莫西林克拉维酸钾片...,2023-01-28,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202301/P020230128355228868108.docx"": ""说明书和标签.docx""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,207638,10270,0,pages_html\9283552c6e11_t20230116_6418872.htm.html,pages_text\9283552c6e11_t20230116_6418872.htm.html.txt,False,,
MANUAL-010,克拉维酸,drug,克拉维酸公告,中华人民共和国农业部公告 第1974号,https://www.moa.gov.cn/govpublic/SYJ/201308/t20130809_3553822.htm,克拉维酸钾注射液...,2013-08-09,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/SYJ/201308/P020130809303014978892.ceb"": ""第1974号.ceb""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,54344,6873,0,pages_html\f355d2e81685_t20130809_3553822.htm.html,pages_text\f355d2e81685_t20130809_3553822.htm.html.txt,False,,
