source_id,chapter,drug_candidate,hit_terms,pdf_pages,relation_hint,risk_flag,context_sample,evidence_status
SRC-0058,Diseases of Swine 11e Chapter 48 Actinobacillosis,tilmicosin,tilmicosin,784; 787,treatment_or_control_candidate,standard_review,"to amoxicillin (with or without clavulanic acid), cefqui‑ nome, ceftiofur, danofloxacin, enrofloxacin, marbofloxa‑ cin, florfenicol, tulathromycin, tiamulin, tilmicosin, tylosin, lincomycin, trimethoprim/sulfamethoxazole, and spectinomycin (El Garch et al. 2016). Similar high susceptibility has been observed by other studie | of Actinobacillus pleuropneumoniae (serotype 2), Mycoplasma hyponeumoniae and PRRS (European and vaccine‐strain) by partial depopulation, early weaning and Tilmicosin (Pulmotil, Elanco) treatment. Proc Int Congr Pig Vet Soc 18:179. Anderson M, Williams J. 1990. Effects of tiamulin base administered intramuscularly to pigs",NEEDS_REVIEW
SRC-0058,Diseases of Swine 11e Chapter 48 Actinobacillosis,trimethoprim_sulfa,trimethoprim,784,susceptibility_candidate,standard_review,"clavulanic acid), cefqui‑ nome, ceftiofur, danofloxacin, enrofloxacin, marbofloxa‑ cin, florfenicol, tulathromycin, tiamulin, tilmicosin, tylosin, lincomycin, trimethoprim/sulfamethoxazole, and spectinomycin (El Garch et al. 2016). Similar high susceptibility has been observed by other studies in Europe (Hendriksen et al. 200",NEEDS_REVIEW
SRC-0058,Diseases of Swine 11e Chapter 48 Actinobacillosis,tulathromycin,tulathromycin,784,susceptibility_candidate,standard_review,"rarely resistant in vitro to amoxicillin (with or without clavulanic acid), cefqui‑ nome, ceftiofur, danofloxacin, enrofloxacin, marbofloxa‑ cin, florfenicol, tulathromycin, tiamulin, tilmicosin, tylosin, lincomycin, trimethoprim/sulfamethoxazole, and spectinomycin (El Garch et al. 2016). Similar high susceptibility has been ob",NEEDS_REVIEW
SRC-0058,Diseases of Swine 11e Chapter 48 Actinobacillosis,tylosin,tylosin,784,susceptibility_candidate,standard_review,"lin (with or without clavulanic acid), cefqui‑ nome, ceftiofur, danofloxacin, enrofloxacin, marbofloxa‑ cin, florfenicol, tulathromycin, tiamulin, tilmicosin, tylosin, lincomycin, trimethoprim/sulfamethoxazole, and spectinomycin (El Garch et al. 2016). Similar high susceptibility has been observed by other studies in Euro",NEEDS_REVIEW
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,ampicillin,ampicillin,798,treatment_or_control_candidate,standard_review,"et al. 2004). Tulathromycin specifically lists swine respiratory disease caused by B. bronchiseptica as an indicated use. Bordetella is largely resistant to ampicillin and cephalosporins such as cefti- ofur, which is approved for treatment of swine respira- tory disease of mixed bacterial etiology (Dayao et al. 2014; Prulle",NEEDS_REVIEW
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,ceftiofur,ceftiofur,798,treatment_or_control_candidate,high_review,"s approved for treatment of swine respira- tory disease of mixed bacterial etiology (Dayao et al. 2014; Pruller et al. 2015; Zhao et al. 2011). Accordingly, ceftiofur is not the optimal choice when treating mixed infections that include B. bronchiseptica as a component. Antibiotics may alleviate pneumonia and reduce clinic",NEEDS_REVIEW
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,chlortetracycline,chlortetracycline,798,treatment_or_control_candidate,standard_review,"mounts a response to the vaccine, it remains susceptible to natural infection. ­Prevention and control Bordetella bronchiseptica is largely susceptible to ­chlortetracycline, oxytetracycline, and enrofloxacin; all are antibiotics approved for the treatment of swine ­respiratory disease caused by pathogens that are often associat",NEEDS_REVIEW
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,enrofloxacin,enrofloxacin,798,treatment_or_control_candidate,high_review,"emains susceptible to natural infection. ­Prevention and control Bordetella bronchiseptica is largely susceptible to ­chlortetracycline, oxytetracycline, and enrofloxacin; all are antibiotics approved for the treatment of swine ­respiratory disease caused by pathogens that are often associated with B. bronchiseptica, such as",NEEDS_REVIEW
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,oxytetracycline,oxytetracycline,798,treatment_or_control_candidate,standard_review,"to the vaccine, it remains susceptible to natural infection. ­Prevention and control Bordetella bronchiseptica is largely susceptible to ­chlortetracycline, oxytetracycline, and enrofloxacin; all are antibiotics approved for the treatment of swine ­respiratory disease caused by pathogens that are often associated with B. bronch",NEEDS_REVIEW
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,penicillin_g,penicillin,797,mention_candidate,standard_review,"ed as well as blood agar with cephalexin for isolation of B. bronchiseptica from nasal swabs (Lariviere et al. 1993). Blood agar plates contain- ing 20 μg/mL penicillin, 10 μg/mL amphotericin B, 10 μg/ mL streptomycin, and 10 μg/mL spectinomycin also perform well for isolation from highly contaminated sites such as the nasal",NEEDS_REVIEW
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,spectinomycin,spectinomycin,797,mention_candidate,standard_review,"ca from nasal swabs (Lariviere et al. 1993). Blood agar plates contain- ing 20 μg/mL penicillin, 10 μg/mL amphotericin B, 10 μg/ mL streptomycin, and 10 μg/mL spectinomycin also perform well for isolation from highly contaminated sites such as the nasal cavity (Brockmeier 1999). A blood‐containing medium should be utilized for",NEEDS_REVIEW
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,sulfonamides,sulfonamide,798,boundary_or_historical,standard_review,"oute to sows and piglets around the time of farrowing/weaning in an effort to limit the extent of colonization in young pigs. Tetracyclines and trimethoprim–sulfonamide prepara- tions have historically been successfully used for this purpose, but examining susceptibility profiles of porcine pathogens coming out of diagnostic",NEEDS_REVIEW
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,tetracyclines,tetracycline; tetracyclines,798,treatment_or_control_candidate,standard_review,"nts a response to the vaccine, it remains susceptible to natural infection. ­Prevention and control Bordetella bronchiseptica is largely susceptible to ­chlortetracycline, oxytetracycline, and enrofloxacin; all are antibiotics approved for the treatment of swine ­respiratory disease caused by pathogens that are often associat",NEEDS_REVIEW
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,trimethoprim_sulfa,trimethoprim,798,boundary_or_historical,standard_review,"parenteral route to sows and piglets around the time of farrowing/weaning in an effort to limit the extent of colonization in young pigs. Tetracyclines and trimethoprim–sulfonamide prepara- tions have historically been successfully used for this purpose, but examining susceptibility profiles of porcine pathogens coming out o",NEEDS_REVIEW
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,tulathromycin,tulathromycin,798,treatment_or_control_candidate,standard_review,"espiratory disease caused by pathogens that are often associated with B. bronchiseptica, such as P. multocida, H. parasuis, and S. suis (Kadlec et al. 2004). Tulathromycin specifically lists swine respiratory disease caused by B. bronchiseptica as an indicated use. Bordetella is largely resistant to ampicillin and cephalospori",NEEDS_REVIEW
SRC-0061,Diseases of Swine 11e Chapter 50 Brucellosis continuation,oxytetracycline,oxytetracycline,812,treatment_or_control_candidate,standard_review,"tic therapy nonviable as a regulatory strategy. More recently, a small study of natu- rally infected swine (n = 8/treatment) found that oral treatment with oxytetracycline (20 mg/kg/daily for 21 days) eliminated B. suis biovar 2 infection from only 50% of infected swine. In contrast, when oral oxytetracy- cline therapy was comb",NEEDS_REVIEW
SRC-0061,Diseases of Swine 11e Chapter 50 Brucellosis continuation,tetracyclines,tetracycline,812,treatment_or_control_candidate,standard_review,"therapy nonviable as a regulatory strategy. More recently, a small study of natu- rally infected swine (n = 8/treatment) found that oral treatment with oxytetracycline (20 mg/kg/daily for 21 days) eliminated B. suis biovar 2 infection from only 50% of infected swine. In contrast, when oral oxytetracy- cline therapy was comb",NEEDS_REVIEW
SRC-0062,Diseases of Swine 11e Chapter 51 Clostridial Diseases,amoxicillin,amoxicillin,820,susceptibility_candidate,standard_review,"up to 21 days (Ripley and Gush 1983). Antitoxin should be injected parenterally as soon after birth as possible. Oral antimi- crobials such as ampicillin or amoxicillin can also be given prophylactically, beginning immediately after birth and continuing daily for 3 days. There are reports of anti- microbial resistance in C.",NEEDS_REVIEW
SRC-0062,Diseases of Swine 11e Chapter 51 Clostridial Diseases,ampicillin,ampicillin,820,susceptibility_candidate,standard_review,"mmune sows for up to 21 days (Ripley and Gush 1983). Antitoxin should be injected parenterally as soon after birth as possible. Oral antimi- crobials such as ampicillin or amoxicillin can also be given prophylactically, beginning immediately after birth and continuing daily for 3 days. There are reports of anti- microbial re",NEEDS_REVIEW
SRC-0062,Diseases of Swine 11e Chapter 51 Clostridial Diseases,bacitracin_methylene_disalicylate,bacitracin,820,treatment_or_control_candidate,standard_review,"fied (Rood et al. 1985). However, the organism remains uniformly sus- ceptible to penicillins. Ceftiofur may be an alternative for treatment of piglets, and bacitracin methylene disal- icylate can be administered to sows before and after far- rowing to decrease the likelihood of infection of piglets. Prevention is best achiev",NEEDS_REVIEW
SRC-0062,Diseases of Swine 11e Chapter 51 Clostridial Diseases,ceftiofur,ceftiofur,820,treatment_or_control_candidate,high_review,"ringens, and tetracycline resistance plasmids have been identified (Rood et al. 1985). However, the organism remains uniformly sus- ceptible to penicillins. Ceftiofur may be an alternative for treatment of piglets, and bacitracin methylene disal- icylate can be administered to sows before and after far- rowing to decrease t",NEEDS_REVIEW
SRC-0062,Diseases of Swine 11e Chapter 51 Clostridial Diseases,chloramphenicol,chloramphenicol,825,treatment_or_control_candidate,high_review,"sease recurs. Treatment with antimicrobials may be successful if applied early (Zeller 1956). Experimental prophylactic use of tetracyclines, penicillin, or chloramphenicol prevents disease in mice (Taylor and Novak 1952). Blackleg Blackleg is a disease typically described in young cattle and rarely in other animal species, with",NEEDS_REVIEW
SRC-0062,Diseases of Swine 11e Chapter 51 Clostridial Diseases,penicillin_g,penicillin,820; 825; 827,treatment_or_control_candidate,standard_review,"ce in C. perfringens, and tetracycline resistance plasmids have been identified (Rood et al. 1985). However, the organism remains uniformly sus- ceptible to penicillins. Ceftiofur may be an alternative for treatment of piglets, and bacitracin methylene disal- icylate can be administered to sows before and after far- rowing t | es where the disease recurs. Treatment with antimicrobials may be successful if applied early (Zeller 1956). Experimental prophylactic use of tetracyclines, penicillin, or chloramphenicol prevents disease in mice (Taylor and Novak 1952). Blackleg Blackleg is a disease typically described in young cattle and rarely in other",NEEDS_REVIEW
SRC-0062,Diseases of Swine 11e Chapter 51 Clostridial Diseases,tetracyclines,tetracycline; tetracyclines,820; 825; 827,treatment_or_control_candidate,standard_review,"en prophylactically, beginning immediately after birth and continuing daily for 3 days. There are reports of anti- microbial resistance in C. perfringens, and tetracycline resistance plasmids have been identified (Rood et al. 1985). However, the organism remains uniformly sus- ceptible to penicillins. Ceftiofur may be an alter | dered on premises where the disease recurs. Treatment with antimicrobials may be successful if applied early (Zeller 1956). Experimental prophylactic use of tetracyclines, penicillin, or chloramphenicol prevents disease in mice (Taylor and Novak 1952). Blackleg Blackleg is a disease typically described in young cattle and rar",NEEDS_REVIEW
SRC-0062,Diseases of Swine 11e Chapter 51 Clostridial Diseases,tylosin,tylosin,823,treatment_or_control_candidate,standard_review,"mouse and hamster models, eliminating secretion, inflammation, and clinical disease. Results of in vitro antimicrobial susceptibility testing sug- gest that tylosin may be effective in treatment of piglets. ­Histotoxic infections Histotoxic clostridial infections are sporadic in swine and are usually exogenous, being asso",NEEDS_REVIEW
SRC-0063,Diseases of Swine 11e Chapter 52 Colibacillosis opening,ampicillin,ampicillin,840,treatment_or_control_candidate,standard_review,"istance of E. coli isolates to a wide range of antimicrobial agents has dramatically increased over the last several years. Commonly used antimicrobials are ampicillin, apramycin, ceftiofur, gentamicin, neomycin, spectinomycin, furazo- lidone, and potentiated sulfa drugs. An alternative approach to the antibiotic treatment",NEEDS_REVIEW
SRC-0063,Diseases of Swine 11e Chapter 52 Colibacillosis opening,apramycin,apramycin,840,treatment_or_control_candidate,standard_review,"E. coli isolates to a wide range of antimicrobial agents has dramatically increased over the last several years. Commonly used antimicrobials are ampicillin, apramycin, ceftiofur, gentamicin, neomycin, spectinomycin, furazo- lidone, and potentiated sulfa drugs. An alternative approach to the antibiotic treatment of enteric",NEEDS_REVIEW
SRC-0063,Diseases of Swine 11e Chapter 52 Colibacillosis opening,ceftiofur,ceftiofur,836; 840,treatment_or_control_candidate,high_review,"atives are available, referred to as critically important or very high importance antimicrobi- als, such as third‐ and fourth‐generation cephalosporins (e.g. ceftiofur) and fluoroquinolones (e.g. enrofloxacin). Such strains constitute a public health threat when they enter the food chain. ­Epidemiology Escherichia coli infe | ates to a wide range of antimicrobial agents has dramatically increased over the last several years. Commonly used antimicrobials are ampicillin, apramycin, ceftiofur, gentamicin, neomycin, spectinomycin, furazo- lidone, and potentiated sulfa drugs. An alternative approach to the antibiotic treatment of enteric E. coli inf",NEEDS_REVIEW
SRC-0063,Diseases of Swine 11e Chapter 52 Colibacillosis opening,enrofloxacin,enrofloxacin,836,susceptibility_candidate,high_review,"critically important or very high importance antimicrobi- als, such as third‐ and fourth‐generation cephalosporins (e.g. ceftiofur) and fluoroquinolones (e.g. enrofloxacin). Such strains constitute a public health threat when they enter the food chain. ­Epidemiology Escherichia coli infections are widespread, occurring in both",NEEDS_REVIEW
SRC-0063,Diseases of Swine 11e Chapter 52 Colibacillosis opening,gentamicin,gentamicin,836; 840,treatment_or_control_candidate,standard_review,". (2005) demonstrated that reduced chlorhex- idine susceptibility in virulent E. coli isolates from new- born pigs with diarrhea correlated with resistance to gentamicin and streptomycin. These findings underline the potential for transfer of this resistance and the pos- sible impact of environmental contamination. ­Neonatal E | ide range of antimicrobial agents has dramatically increased over the last several years. Commonly used antimicrobials are ampicillin, apramycin, ceftiofur, gentamicin, neomycin, spectinomycin, furazo- lidone, and potentiated sulfa drugs. An alternative approach to the antibiotic treatment of enteric E. coli infection is th",NEEDS_REVIEW
SRC-0063,Diseases of Swine 11e Chapter 52 Colibacillosis opening,neomycin,neomycin,840,treatment_or_control_candidate,standard_review,"antimicrobial agents has dramatically increased over the last several years. Commonly used antimicrobials are ampicillin, apramycin, ceftiofur, gentamicin, neomycin, spectinomycin, furazo- lidone, and potentiated sulfa drugs. An alternative approach to the antibiotic treatment of enteric E. coli infection is the use of b",NEEDS_REVIEW
SRC-0063,Diseases of Swine 11e Chapter 52 Colibacillosis opening,spectinomycin,spectinomycin,840,treatment_or_control_candidate,standard_review,"bial agents has dramatically increased over the last several years. Commonly used antimicrobials are ampicillin, apramycin, ceftiofur, gentamicin, neomycin, spectinomycin, furazo- lidone, and potentiated sulfa drugs. An alternative approach to the antibiotic treatment of enteric E. coli infection is the use of bacteriophages,",NEEDS_REVIEW
SRC-0064,Diseases of Swine 11e Chapter 52 Colibacillosis continuation,amoxicillin,amoxicillin,847,treatment_or_control_candidate,standard_review,"eptibility testing is indis- pensable for selection of effective drugs. Antimicrobials that reach therapeutic concentrations in the intestinal lumen, such as amoxicillin/clavulanic acid, fluoroqui- nolones, cephalosporins, apramycin, ceftiofur, neomy- cin, or trimethoprim, must be selected. However, antimicrobials identified a",NEEDS_REVIEW
SRC-0064,Diseases of Swine 11e Chapter 52 Colibacillosis continuation,amoxicillin_clavulanic_acid,amoxicillin/clavulanic; clavulanic,847,treatment_or_control_candidate,standard_review,"eptibility testing is indis- pensable for selection of effective drugs. Antimicrobials that reach therapeutic concentrations in the intestinal lumen, such as amoxicillin/clavulanic acid, fluoroqui- nolones, cephalosporins, apramycin, ceftiofur, neomy- cin, or trimethoprim, must be selected. However, antimicrobials identified as “Critical",NEEDS_REVIEW
SRC-0064,Diseases of Swine 11e Chapter 52 Colibacillosis continuation,apramycin,apramycin,847; 854,treatment_or_control_candidate,standard_review,"drugs. Antimicrobials that reach therapeutic concentrations in the intestinal lumen, such as amoxicillin/clavulanic acid, fluoroqui- nolones, cephalosporins, apramycin, ceftiofur, neomy- cin, or trimethoprim, must be selected. However, antimicrobials identified as “Critically important in human medicine,” such as fluoroquin | he emergence of drug resistance. Antimicrobials demonstrating some effectiveness include a combination of trimethoprim, sulfadimidine, and sulfathiazole; apramycin; and enrofloxacin. ­Nonspecific urinary tract infection Like CM, nonspecific UTI behaves like a noncontagious infectious disease of endogenous origin. The fec",NEEDS_REVIEW
SRC-0064,Diseases of Swine 11e Chapter 52 Colibacillosis continuation,ceftiofur,ceftiofur,847,susceptibility_candidate,high_review,"microbials that reach therapeutic concentrations in the intestinal lumen, such as amoxicillin/clavulanic acid, fluoroqui- nolones, cephalosporins, apramycin, ceftiofur, neomy- cin, or trimethoprim, must be selected. However, antimicrobials identified as “Critically important in human medicine,” such as fluoroquinolones and",NEEDS_REVIEW
SRC-0064,Diseases of Swine 11e Chapter 52 Colibacillosis continuation,colistin,colistin,849,treatment_or_control_candidate,high_review,"highest rate of resistance within porcine E. coli. In addition to the classes of antimicrobials mentioned above for parenteral therapy, aminoglycosides and colistin are widely used for chemoprophylaxis. However, colistin resistance in pigs has been increasingly reported worldwide in the last sev- eral years (Rhouma et a",NEEDS_REVIEW
SRC-0064,Diseases of Swine 11e Chapter 52 Colibacillosis continuation,enrofloxacin,enrofloxacin,854,treatment_or_control_candidate,high_review,"drug resistance. Antimicrobials demonstrating some effectiveness include a combination of trimethoprim, sulfadimidine, and sulfathiazole; apramycin; and enrofloxacin. ­Nonspecific urinary tract infection Like CM, nonspecific UTI behaves like a noncontagious infectious disease of endogenous origin. The fecal micro- biota is",NEEDS_REVIEW
SRC-0064,Diseases of Swine 11e Chapter 52 Colibacillosis continuation,sulfonamides,sulfadimidine; sulfathiazole; sulfonamide; sulfonamides,854; 855,treatment_or_control_candidate,standard_review,"d of treatment helps to postpone the emergence of drug resistance. Antimicrobials demonstrating some effectiveness include a combination of trimethoprim, sulfadimidine, and sulfathiazole; apramycin; and enrofloxacin. ­Nonspecific urinary tract infection Like CM, nonspecific UTI behaves like a noncontagious infectious diseas | nital infections of swine is frustrating (Dial and MacLachlan 1988b). For UTI, therapy with broad‐ spectrum or combined antimicrobials, such as trimetho- prim/sulfonamides, is recommended due to the variable susceptibilities of the diverse bacteria involved and the fre- quent acquisition of resistance (Berner 1990). Prolonged",NEEDS_REVIEW
SRC-0064,Diseases of Swine 11e Chapter 52 Colibacillosis continuation,trimethoprim_sulfa,trimethoprim,847; 854,treatment_or_control_candidate,standard_review,"rapeutic concentrations in the intestinal lumen, such as amoxicillin/clavulanic acid, fluoroqui- nolones, cephalosporins, apramycin, ceftiofur, neomy- cin, or trimethoprim, must be selected. However, antimicrobials identified as “Critically important in human medicine,” such as fluoroquinolones and cepha- losporins of third and | zing the period of treatment helps to postpone the emergence of drug resistance. Antimicrobials demonstrating some effectiveness include a combination of trimethoprim, sulfadimidine, and sulfathiazole; apramycin; and enrofloxacin. ­Nonspecific urinary tract infection Like CM, nonspecific UTI behaves like a noncontagious in",NEEDS_REVIEW
SRC-0065,Diseases of Swine 11e Chapter 53 Erysipelas,penicillin_g,penicillin,865,susceptibility_candidate,standard_review,"in the course of E. rhusi- opathiae infection usually results in a good response in affected pigs within 24–36 hours. The bacterium is highly susceptible to penicillin, which remains the treat- ment of choice (Chuma et al. 2010; Coutinho et al. 2011; Ding et al. 2015; Zhang et al. 2015). Most E. rhusiopathiae strains are al",NEEDS_REVIEW
SRC-0065,Diseases of Swine 11e Chapter 53 Erysipelas,tetracyclines,tetracycline; tetracyclines,865,susceptibility_candidate,standard_review,"2011; Ding et al. 2015; Zhang et al. 2015). Most E. rhusiopathiae strains are also susceptible to cephalosporins, lincosa- mides, macrolides, quinolones, and tetracyclines; how- ever, antimicrobial susceptibility should be carefully evaluated on a case‐by‐case basis due to the emergence of resistant isolates (Chuma et al. 2010",NEEDS_REVIEW
